iso3,decile,cost,income,region
CYP,60,4078624.8574553756,Advanced Economies,Advanced Economies
CYP,70,0.0,Advanced Economies,Advanced Economies
CYP,80,1861391.804758864,Advanced Economies,Advanced Economies
CYP,90,0.0,Advanced Economies,Advanced Economies
CYP,100,1751315.8319503185,Advanced Economies,Advanced Economies
CZE,10,0.0,Advanced Economies,Advanced Economies
CZE,20,0.0,Advanced Economies,Advanced Economies
CZE,30,0.0,Advanced Economies,Advanced Economies
CZE,40,0.0,Advanced Economies,Advanced Economies
CZE,50,0.0,Advanced Economies,Advanced Economies
CZE,60,0.0,Advanced Economies,Advanced Economies
CZE,70,0.0,Advanced Economies,Advanced Economies
CZE,80,0.0,Advanced Economies,Advanced Economies
CZE,90,15468499.148853468,Advanced Economies,Advanced Economies
CZE,100,12160358.226861434,Advanced Economies,Advanced Economies
DNK,10,0.0,Advanced Economies,Advanced Economies
DNK,20,0.0,Advanced Economies,Advanced Economies
DNK,30,0.0,Advanced Economies,Advanced Economies
DNK,40,0.0,Advanced Economies,Advanced Economies
DNK,50,0.0,Advanced Economies,Advanced Economies
DNK,60,0.0,Advanced Economies,Advanced Economies
DNK,70,0.0,Advanced Economies,Advanced Economies
DNK,80,0.0,Advanced Economies,Advanced Economies
DNK,90,0.0,Advanced Economies,Advanced Economies
DNK,100,0.0,Advanced Economies,Advanced Economies
DJI,10,4928424.04774286,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,20,2218500.7160626254,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,30,980544.8131587617,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,40,1134664.7383790847,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,50,1089278.148843921,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,60,1130984.7446329903,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,70,1094798.1394630624,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,80,1751677.0231409003,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,90,1278797.826767779,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,100,3563460.610801341,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DMA,10,202691.82870499676,Emerging Market Economies,Latin America and the Caribbean
DMA,20,15425.176453882521,Emerging Market Economies,Latin America and the Caribbean
DMA,30,131113.9998580014,Emerging Market Economies,Latin America and the Caribbean
DMA,40,20374.56007799249,Emerging Market Economies,Latin America and the Caribbean
DMA,50,89060.14868319652,Emerging Market Economies,Latin America and the Caribbean
DMA,60,102874.02711599034,Emerging Market Economies,Latin America and the Caribbean
DMA,70,151581.17328235268,Emerging Market Economies,Latin America and the Caribbean
DMA,80,100943.41601614772,Emerging Market Economies,Latin America and the Caribbean
DMA,90,99328.32135988932,Emerging Market Economies,Latin America and the Caribbean
DMA,100,26142.33417703703,Emerging Market Economies,Latin America and the Caribbean
DOM,10,41303531.11366688,Emerging Market Economies,Latin America and the Caribbean
DOM,20,12759822.915956233,Emerging Market Economies,Latin America and the Caribbean
DOM,30,14124867.813320067,Emerging Market Economies,Latin America and the Caribbean
DOM,40,8806594.148711424,Emerging Market Economies,Latin America and the Caribbean
DOM,50,6687112.7788277,Emerging Market Economies,Latin America and the Caribbean
DOM,60,6759415.264888947,Emerging Market Economies,Latin America and the Caribbean
DOM,70,7804397.784390357,Emerging Market Economies,Latin America and the Caribbean
DOM,80,5052312.240560696,Emerging Market Economies,Latin America and the Caribbean
DOM,90,3942627.9793764697,Emerging Market Economies,Latin America and the Caribbean
DOM,100,5641944.345294966,Emerging Market Economies,Latin America and the Caribbean
ECU,10,75549865.0800052,Emerging Market Economies,Latin America and the Caribbean
ECU,20,32951256.682281677,Emerging Market Economies,Latin America and the Caribbean
ECU,30,14511313.372651514,Emerging Market Economies,Latin America and the Caribbean
ECU,40,13963124.544569513,Emerging Market Economies,Latin America and the Caribbean
ECU,50,17542770.986214012,Emerging Market Economies,Latin America and the Caribbean
ECU,60,20790793.554545235,Emerging Market Economies,Latin America and the Caribbean
ECU,70,13382175.640371518,Emerging Market Economies,Latin America and the Caribbean
ECU,80,12668991.803220741,Emerging Market Economies,Latin America and the Caribbean
ECU,90,24030359.161995966,Emerging Market Economies,Latin America and the Caribbean
ECU,100,50850766.91582244,Emerging Market Economies,Latin America and the Caribbean
EGY,10,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,30,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,60,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,90,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,100,454735600.5402941,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SLV,10,0.0,Emerging Market Economies,Latin America and the Caribbean
SLV,20,0.0,Emerging Market Economies,Latin America and the Caribbean
SLV,30,0.0,Emerging Market Economies,Latin America and the Caribbean
SLV,40,0.0,Emerging Market Economies,Latin America and the Caribbean
SLV,50,0.0,Emerging Market Economies,Latin America and the Caribbean
SLV,60,0.0,Emerging Market Economies,Latin America and the Caribbean
SLV,70,0.0,Emerging Market Economies,Latin America and the Caribbean
SLV,80,0.0,Emerging Market Economies,Latin America and the Caribbean
SLV,90,0.0,Emerging Market Economies,Latin America and the Caribbean
SLV,100,2466934.1666534836,Emerging Market Economies,Latin America and the Caribbean
GNQ,10,2806020.628117296,Emerging Market Economies,Sub-Sahara Africa
GNQ,20,1048613.662761856,Emerging Market Economies,Sub-Sahara Africa
GNQ,30,3552303.5377907394,Emerging Market Economies,Sub-Sahara Africa
GNQ,40,3454834.1694214144,Emerging Market Economies,Sub-Sahara Africa
GNQ,50,1567855.7645854221,Emerging Market Economies,Sub-Sahara Africa
GNQ,60,1765166.1533921727,Emerging Market Economies,Sub-Sahara Africa
GNQ,70,1202420.9776893135,Emerging Market Economies,Sub-Sahara Africa
GNQ,80,1392250.8540747084,Emerging Market Economies,Sub-Sahara Africa
GNQ,90,2080423.1311253267,Emerging Market Economies,Sub-Sahara Africa
GNQ,100,4289646.043363956,Emerging Market Economies,Sub-Sahara Africa
ERI,10,6098530.124895154,Low Income Developing Countries,Sub-Sahara Africa
ERI,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
ERI,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
ERI,40,0.0,Low Income Developing Countries,Sub-Sahara Africa
ERI,50,0.0,Low Income Developing Countries,Sub-Sahara Africa
ERI,60,0.0,Low Income Developing Countries,Sub-Sahara Africa
ERI,70,0.0,Low Income Developing Countries,Sub-Sahara Africa
ERI,80,0.0,Low Income Developing Countries,Sub-Sahara Africa
ERI,90,0.0,Low Income Developing Countries,Sub-Sahara Africa
ERI,100,0.0,Low Income Developing Countries,Sub-Sahara Africa
EST,10,0.0,Advanced Economies,Advanced Economies
EST,20,0.0,Advanced Economies,Advanced Economies
EST,30,0.0,Advanced Economies,Advanced Economies
EST,40,0.0,Advanced Economies,Advanced Economies
EST,50,0.0,Advanced Economies,Advanced Economies
EST,60,0.0,Advanced Economies,Advanced Economies
EST,70,0.0,Advanced Economies,Advanced Economies
EST,80,3199141.229938003,Advanced Economies,Advanced Economies
EST,90,3326101.014178257,Advanced Economies,Advanced Economies
EST,100,4497565.690018284,Advanced Economies,Advanced Economies
SWZ,10,1600996.3447259807,Emerging Market Economies,Sub-Sahara Africa
SWZ,20,1383907.4362070286,Emerging Market Economies,Sub-Sahara Africa
SWZ,30,2003799.5226321477,Emerging Market Economies,Sub-Sahara Africa
SWZ,40,1449788.8623823344,Emerging Market Economies,Sub-Sahara Africa
SWZ,50,1647223.884968185,Emerging Market Economies,Sub-Sahara Africa
SWZ,60,1341987.5600672078,Emerging Market Economies,Sub-Sahara Africa
SWZ,70,2462936.8935328247,Emerging Market Economies,Sub-Sahara Africa
SWZ,80,2225397.543164623,Emerging Market Economies,Sub-Sahara Africa
SWZ,90,1387087.190282886,Emerging Market Economies,Sub-Sahara Africa
SWZ,100,1808103.593914346,Emerging Market Economies,Sub-Sahara Africa
ETH,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,40,0.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,50,0.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,60,0.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,70,0.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,80,106530132.31379655,Low Income Developing Countries,Sub-Sahara Africa
ETH,90,148666840.6838827,Low Income Developing Countries,Sub-Sahara Africa
ETH,100,158685623.65762454,Low Income Developing Countries,Sub-Sahara Africa
FRO,10,330579.19595966174,0.0,0.0
FRO,20,61868.2584445816,0.0,0.0
FRO,30,188203.5371902162,0.0,0.0
FRO,40,94453.17281642108,0.0,0.0
FRO,50,111626.4769648613,0.0,0.0
FRO,60,71146.54575782368,0.0,0.0
FRO,70,137999.7654785373,0.0,0.0
FRO,80,35573.27287891184,0.0,0.0
FRO,90,66853.21972071362,0.0,0.0
FRO,100,28213.285386723186,0.0,0.0
FJI,10,6502439.934833813,Emerging Market Economies,Emerging and Developing Asia
FJI,20,784343.1852807092,Emerging Market Economies,Emerging and Developing Asia
FJI,30,1699107.1045480617,Emerging Market Economies,Emerging and Developing Asia
FJI,40,1486717.4734221085,Emerging Market Economies,Emerging and Developing Asia
FJI,50,975198.3427149968,Emerging Market Economies,Emerging and Developing Asia
FJI,60,519492.4504903159,Emerging Market Economies,Emerging and Developing Asia
FJI,70,788745.3262462176,Emerging Market Economies,Emerging and Developing Asia
FJI,80,658105.5482598691,Emerging Market Economies,Emerging and Developing Asia
FJI,90,1681143.8096740926,Emerging Market Economies,Emerging and Developing Asia
FJI,100,1148158.04878143,Emerging Market Economies,Emerging and Developing Asia
FIN,10,0.0,Advanced Economies,Advanced Economies
FIN,20,0.0,Advanced Economies,Advanced Economies
FIN,30,0.0,Advanced Economies,Advanced Economies
FIN,40,0.0,Advanced Economies,Advanced Economies
FIN,50,0.0,Advanced Economies,Advanced Economies
FIN,60,0.0,Advanced Economies,Advanced Economies
FIN,70,0.0,Advanced Economies,Advanced Economies
FIN,80,0.0,Advanced Economies,Advanced Economies
FIN,90,0.0,Advanced Economies,Advanced Economies
FIN,100,0.0,Advanced Economies,Advanced Economies
FRA,10,0.0,Advanced Economies,Advanced Economies
FRA,20,0.0,Advanced Economies,Advanced Economies
FRA,30,0.0,Advanced Economies,Advanced Economies
FRA,40,0.0,Advanced Economies,Advanced Economies
FRA,50,0.0,Advanced Economies,Advanced Economies
FRA,60,0.0,Advanced Economies,Advanced Economies
FRA,70,0.0,Advanced Economies,Advanced Economies
FRA,80,0.0,Advanced Economies,Advanced Economies
FRA,90,0.0,Advanced Economies,Advanced Economies
FRA,100,0.0,Advanced Economies,Advanced Economies
GUF,10,1057636.8632010254,0.0,0.0
GUF,20,2728715.3627289445,0.0,0.0
GUF,30,1500210.7838244543,0.0,0.0
GUF,40,1702610.4398596422,0.0,0.0
GUF,50,2936021.6770922574,0.0,0.0
GUF,60,2552688.9952074327,0.0,0.0
GUF,70,5684363.673133704,0.0,0.0
GUF,80,13499443.72525603,0.0,0.0
GUF,90,9928623.126962496,0.0,0.0
GUF,100,10417448.962902026,0.0,0.0
GAB,10,0.0,Emerging Market Economies,Sub-Sahara Africa
GAB,20,0.0,Emerging Market Economies,Sub-Sahara Africa
GAB,30,11675393.491775272,Emerging Market Economies,Sub-Sahara Africa
GAB,40,14093149.382959247,Emerging Market Economies,Sub-Sahara Africa
GAB,50,9400544.02439796,Emerging Market Economies,Sub-Sahara Africa
GAB,60,26023689.10779706,Emerging Market Economies,Sub-Sahara Africa
GAB,70,19602100.020862453,Emerging Market Economies,Sub-Sahara Africa
GAB,80,20633724.934350897,Emerging Market Economies,Sub-Sahara Africa
GAB,90,18955034.45384087,Emerging Market Economies,Sub-Sahara Africa
GAB,100,17615516.730262533,Emerging Market Economies,Sub-Sahara Africa
GMB,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,30,1450846.309258959,Low Income Developing Countries,Sub-Sahara Africa
GMB,40,2926931.1787286266,Low Income Developing Countries,Sub-Sahara Africa
GMB,50,900580.7763100542,Low Income Developing Countries,Sub-Sahara Africa
GMB,60,1510336.631372965,Low Income Developing Countries,Sub-Sahara Africa
GMB,70,1739829.192006958,Low Income Developing Countries,Sub-Sahara Africa
GMB,80,936333.908205825,Low Income Developing Countries,Sub-Sahara Africa
GMB,90,1104289.5948390733,Low Income Developing Countries,Sub-Sahara Africa
GMB,100,786989.0835912485,Low Income Developing Countries,Sub-Sahara Africa
GEO,10,0.0,Emerging Market Economies,Caucasus and Central Asia
GEO,20,0.0,Emerging Market Economies,Caucasus and Central Asia
GEO,30,0.0,Emerging Market Economies,Caucasus and Central Asia
GEO,40,0.0,Emerging Market Economies,Caucasus and Central Asia
GEO,50,0.0,Emerging Market Economies,Caucasus and Central Asia
GEO,60,0.0,Emerging Market Economies,Caucasus and Central Asia
GEO,70,0.0,Emerging Market Economies,Caucasus and Central Asia
GEO,80,5244604.420475433,Emerging Market Economies,Caucasus and Central Asia
GEO,90,6717828.583495195,Emerging Market Economies,Caucasus and Central Asia
GEO,100,7785026.769862552,Emerging Market Economies,Caucasus and Central Asia
DEU,10,0.0,Advanced Economies,Advanced Economies
DEU,20,0.0,Advanced Economies,Advanced Economies
DEU,30,0.0,Advanced Economies,Advanced Economies
DEU,40,0.0,Advanced Economies,Advanced Economies
DEU,50,0.0,Advanced Economies,Advanced Economies
DEU,60,0.0,Advanced Economies,Advanced Economies
DEU,70,0.0,Advanced Economies,Advanced Economies
DEU,80,0.0,Advanced Economies,Advanced Economies
DEU,90,0.0,Advanced Economies,Advanced Economies
DEU,100,0.0,Advanced Economies,Advanced Economies
GHA,10,0.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,20,0.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,30,0.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,40,0.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,50,0.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,60,0.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,70,0.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,80,0.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,90,39898869.701783724,Low Income Developing Countries,Sub-Sahara Africa
GHA,100,44134164.99690927,Low Income Developing Countries,Sub-Sahara Africa
GRC,10,0.0,Advanced Economies,Advanced Economies
GRC,20,0.0,Advanced Economies,Advanced Economies
GRC,30,0.0,Advanced Economies,Advanced Economies
GRC,40,0.0,Advanced Economies,Advanced Economies
GRC,50,0.0,Advanced Economies,Advanced Economies
GRC,60,0.0,Advanced Economies,Advanced Economies
GRC,70,0.0,Advanced Economies,Advanced Economies
GRC,80,0.0,Advanced Economies,Advanced Economies
GRC,90,0.0,Advanced Economies,Advanced Economies
GRC,100,0.0,Advanced Economies,Advanced Economies
GRD,10,294450.3898364471,Emerging Market Economies,Latin America and the Caribbean
GRD,20,129797.90306061265,Emerging Market Economies,Latin America and the Caribbean
GRD,30,0.0,Emerging Market Economies,Latin America and the Caribbean
GRD,40,254065.3314198315,Emerging Market Economies,Latin America and the Caribbean
GRD,50,0.0,Emerging Market Economies,Latin America and the Caribbean
GRD,60,116312.36190172362,Emerging Market Economies,Latin America and the Caribbean
GRD,70,78594.19096516445,Emerging Market Economies,Latin America and the Caribbean
GRD,80,0.0,Emerging Market Economies,Latin America and the Caribbean
GRD,90,48240.66721360479,Emerging Market Economies,Latin America and the Caribbean
GRD,100,52598.07779411893,Emerging Market Economies,Latin America and the Caribbean
GLP,10,873484.2505421859,0.0,0.0
GLP,20,568753.860808589,0.0,0.0
GLP,30,504480.95451042365,0.0,0.0
GLP,40,501036.8207429024,0.0,0.0
GLP,50,214895.20025353183,0.0,0.0
GLP,60,749189.1584164784,0.0,0.0
GLP,70,208483.64080522844,0.0,0.0
GLP,80,287990.7263635308,0.0,0.0
GLP,90,188582.43818393652,0.0,0.0
GLP,100,71753.75441685141,0.0,0.0
GTM,10,18728223.82054186,Emerging Market Economies,Latin America and the Caribbean
GTM,20,14037716.172520671,Emerging Market Economies,Latin America and the Caribbean
GTM,30,16495467.787850078,Emerging Market Economies,Latin America and the Caribbean
GTM,40,15295687.163345652,Emerging Market Economies,Latin America and the Caribbean
GTM,50,20393399.602429178,Emerging Market Economies,Latin America and the Caribbean
GTM,60,17439285.939018045,Emerging Market Economies,Latin America and the Caribbean
GTM,70,18544092.53141222,Emerging Market Economies,Latin America and the Caribbean
GTM,80,18525039.806800526,Emerging Market Economies,Latin America and the Caribbean
GTM,90,20899273.763138913,Emerging Market Economies,Latin America and the Caribbean
GTM,100,34195243.19010231,Emerging Market Economies,Latin America and the Caribbean
GIN,10,32032618.2880448,Low Income Developing Countries,Sub-Sahara Africa
GIN,20,10984069.188786838,Low Income Developing Countries,Sub-Sahara Africa
GIN,30,16016283.93324663,Low Income Developing Countries,Sub-Sahara Africa
GIN,40,35245071.59876901,Low Income Developing Countries,Sub-Sahara Africa
GIN,50,10514149.20457614,Low Income Developing Countries,Sub-Sahara Africa
GIN,60,16508318.334228704,Low Income Developing Countries,Sub-Sahara Africa
GIN,70,23852729.698624663,Low Income Developing Countries,Sub-Sahara Africa
GIN,80,22992946.65263452,Low Income Developing Countries,Sub-Sahara Africa
GIN,90,16897304.617483124,Low Income Developing Countries,Sub-Sahara Africa
GIN,100,27249127.02524647,Low Income Developing Countries,Sub-Sahara Africa
GNB,10,5681313.417742891,Low Income Developing Countries,Sub-Sahara Africa
GNB,20,2535505.999730053,Low Income Developing Countries,Sub-Sahara Africa
GNB,30,2453084.6984549337,Low Income Developing Countries,Sub-Sahara Africa
GNB,40,3575798.678372007,Low Income Developing Countries,Sub-Sahara Africa
GNB,50,3818053.597166635,Low Income Developing Countries,Sub-Sahara Africa
GNB,60,2996342.857617426,Low Income Developing Countries,Sub-Sahara Africa
GNB,70,2890314.7048090296,Low Income Developing Countries,Sub-Sahara Africa
GNB,80,1505117.4421525802,Low Income Developing Countries,Sub-Sahara Africa
GNB,90,2327596.0444046627,Low Income Developing Countries,Sub-Sahara Africa
GNB,100,2845861.830312947,Low Income Developing Countries,Sub-Sahara Africa
GUY,10,1734141.023179979,Emerging Market Economies,Latin America and the Caribbean
GUY,20,927120.8220525972,Emerging Market Economies,Latin America and the Caribbean
GUY,30,950336.1436917008,Emerging Market Economies,Latin America and the Caribbean
GUY,40,1138420.8922360318,Emerging Market Economies,Latin America and the Caribbean
GUY,50,634420.7662570686,Emerging Market Economies,Latin America and the Caribbean
GUY,60,984398.3270802328,Emerging Market Economies,Latin America and the Caribbean
GUY,70,5402844.151557487,Emerging Market Economies,Latin America and the Caribbean
GUY,80,13213630.877642702,Emerging Market Economies,Latin America and the Caribbean
GUY,90,21115190.782798238,Emerging Market Economies,Latin America and the Caribbean
GUY,100,87394331.47912113,Emerging Market Economies,Latin America and the Caribbean
HTI,10,27657144.06741877,Low Income Developing Countries,Latin America and the Caribbean
HTI,20,17461953.401811823,Low Income Developing Countries,Latin America and the Caribbean
HTI,30,14835630.207797192,Low Income Developing Countries,Latin America and the Caribbean
HTI,40,11425270.945402121,Low Income Developing Countries,Latin America and the Caribbean
HTI,50,5331291.494011786,Low Income Developing Countries,Latin America and the Caribbean
HTI,60,5603031.880423277,Low Income Developing Countries,Latin America and the Caribbean
HTI,70,15069441.25835096,Low Income Developing Countries,Latin America and the Caribbean
HTI,80,9701452.899644226,Low Income Developing Countries,Latin America and the Caribbean
HTI,90,9001935.847991083,Low Income Developing Countries,Latin America and the Caribbean
HTI,100,6908008.046740021,Low Income Developing Countries,Latin America and the Caribbean
HND,10,0.0,Low Income Developing Countries,Latin America and the Caribbean
HND,20,0.0,Low Income Developing Countries,Latin America and the Caribbean
HND,30,0.0,Low Income Developing Countries,Latin America and the Caribbean
HND,40,0.0,Low Income Developing Countries,Latin America and the Caribbean
HND,50,0.0,Low Income Developing Countries,Latin America and the Caribbean
HND,60,0.0,Low Income Developing Countries,Latin America and the Caribbean
HND,70,0.0,Low Income Developing Countries,Latin America and the Caribbean
HND,80,0.0,Low Income Developing Countries,Latin America and the Caribbean
HND,90,7578707.071775653,Low Income Developing Countries,Latin America and the Caribbean
HND,100,25235557.11384185,Low Income Developing Countries,Latin America and the Caribbean
HKG,10,6718279.675084726,Advanced Economies,Advanced Economies
HKG,20,4510847.613251522,Advanced Economies,Advanced Economies
HKG,30,4541013.962572221,Advanced Economies,Advanced Economies
HKG,40,1256925.4567356298,Advanced Economies,Advanced Economies
HKG,50,3561288.7940842854,Advanced Economies,Advanced Economies
HKG,60,8394694.505307386,Advanced Economies,Advanced Economies
HKG,70,2690232.5001470535,Advanced Economies,Advanced Economies
HKG,80,3074551.4287394895,Advanced Economies,Advanced Economies
HKG,90,5839616.82426052,Advanced Economies,Advanced Economies
HKG,100,2965951.791841757,Advanced Economies,Advanced Economies
HUN,10,34751128.993934885,Emerging Market Economies,Emerging and Developing Europe
HUN,20,12624994.422298875,Emerging Market Economies,Emerging and Developing Europe
HUN,30,12953655.371522587,Emerging Market Economies,Emerging and Developing Europe
HUN,40,12453020.022364901,Emerging Market Economies,Emerging and Developing Europe
HUN,50,10173236.260989109,Emerging Market Economies,Emerging and Developing Europe
HUN,60,10360929.329604873,Emerging Market Economies,Emerging and Developing Europe
HUN,70,7888653.574043521,Emerging Market Economies,Emerging and Developing Europe
HUN,80,8158575.979943161,Emerging Market Economies,Emerging and Developing Europe
HUN,90,7659916.823810458,Emerging Market Economies,Emerging and Developing Europe
HUN,100,5888116.9571921,Emerging Market Economies,Emerging and Developing Europe
ISL,10,2924128.406148475,Advanced Economies,Advanced Economies
ISL,20,762985.3700235575,Advanced Economies,Advanced Economies
ISL,30,2366235.9787386535,Advanced Economies,Advanced Economies
ISL,40,2785755.265793406,Advanced Economies,Advanced Economies
ISL,50,8320465.859919276,Advanced Economies,Advanced Economies
ISL,60,6387242.478637722,Advanced Economies,Advanced Economies
ISL,70,9387050.713995617,Advanced Economies,Advanced Economies
ISL,80,8652891.961649796,Advanced Economies,Advanced Economies
ISL,90,6549775.535756889,Advanced Economies,Advanced Economies
ISL,100,16729864.902035829,Advanced Economies,Advanced Economies
IND,10,0.0,Emerging Market Economies,Emerging and Developing Asia
IND,20,0.0,Emerging Market Economies,Emerging and Developing Asia
IND,30,0.0,Emerging Market Economies,Emerging and Developing Asia
IND,40,0.0,Emerging Market Economies,Emerging and Developing Asia
IND,50,0.0,Emerging Market Economies,Emerging and Developing Asia
IND,60,0.0,Emerging Market Economies,Emerging and Developing Asia
IND,70,0.0,Emerging Market Economies,Emerging and Developing Asia
IND,80,0.0,Emerging Market Economies,Emerging and Developing Asia
IND,90,896170894.8827374,Emerging Market Economies,Emerging and Developing Asia
IND,100,371088578.25634986,Emerging Market Economies,Emerging and Developing Asia
IDN,10,0.0,Emerging Market Economies,Emerging and Developing Asia
IDN,20,0.0,Emerging Market Economies,Emerging and Developing Asia
IDN,30,0.0,Emerging Market Economies,Emerging and Developing Asia
IDN,40,0.0,Emerging Market Economies,Emerging and Developing Asia
IDN,50,0.0,Emerging Market Economies,Emerging and Developing Asia
IDN,60,0.0,Emerging Market Economies,Emerging and Developing Asia
IDN,70,0.0,Emerging Market Economies,Emerging and Developing Asia
IDN,80,0.0,Emerging Market Economies,Emerging and Developing Asia
IDN,90,0.0,Emerging Market Economies,Emerging and Developing Asia
IDN,100,437941335.7477017,Emerging Market Economies,Emerging and Developing Asia
IRN,10,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,30,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,60,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,90,208563032.22760504,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,100,222079649.2570095,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,10,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,20,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,30,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,40,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,50,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,60,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,70,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,80,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,90,0.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,100,121318967.15978275,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRL,10,0.0,Advanced Economies,Advanced Economies
IRL,20,0.0,Advanced Economies,Advanced Economies
IRL,30,0.0,Advanced Economies,Advanced Economies
IRL,40,0.0,Advanced Economies,Advanced Economies
IRL,50,0.0,Advanced Economies,Advanced Economies
IRL,60,0.0,Advanced Economies,Advanced Economies
IRL,70,0.0,Advanced Economies,Advanced Economies
IRL,80,0.0,Advanced Economies,Advanced Economies
IRL,90,0.0,Advanced Economies,Advanced Economies
IRL,100,0.0,Advanced Economies,Advanced Economies
IMN,10,283680.3923199535,0.0,0.0
IMN,20,33268.377879193606,0.0,0.0
IMN,30,27795.075429270506,0.0,0.0
IMN,40,208212.0979443127,0.0,0.0
IMN,50,64366.130579261095,0.0,0.0
IMN,60,62713.05590659299,0.0,0.0
IMN,70,98236.01862364204,0.0,0.0
IMN,80,46149.678187349404,0.0,0.0
IMN,90,41707.94999962662,0.0,0.0
IMN,100,88679.10817419589,0.0,0.0
ISR,10,8210736.849607956,Advanced Economies,Advanced Economies
ISR,20,8040538.307819216,Advanced Economies,Advanced Economies
ISR,30,0.0,Advanced Economies,Advanced Economies
ISR,40,16081543.819875974,Advanced Economies,Advanced Economies
ISR,50,0.0,Advanced Economies,Advanced Economies
ISR,60,7676600.922528284,Advanced Economies,Advanced Economies
ISR,70,14038121.288418721,Advanced Economies,Advanced Economies
ISR,80,0.0,Advanced Economies,Advanced Economies
