iso3,decile,population,income,region
DNK,70,540542.0,Advanced Economies,Advanced Economies
DNK,80,423664.0,Advanced Economies,Advanced Economies
DNK,90,322165.0,Advanced Economies,Advanced Economies
DNK,100,268441.0,Advanced Economies,Advanced Economies
DJI,10,611426.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,20,136118.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,30,58322.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,40,49501.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,50,46855.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,60,36726.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,70,33213.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,80,52391.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,90,28858.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,100,68738.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DMA,10,21141.0,Emerging Market Economies,Latin America and the Caribbean
DMA,20,1282.0,Emerging Market Economies,Latin America and the Caribbean
DMA,30,10841.0,Emerging Market Economies,Latin America and the Caribbean
DMA,40,1649.0,Emerging Market Economies,Latin America and the Caribbean
DMA,50,6574.0,Emerging Market Economies,Latin America and the Caribbean
DMA,60,6673.0,Emerging Market Economies,Latin America and the Caribbean
DMA,70,8035.0,Emerging Market Economies,Latin America and the Caribbean
DMA,80,5261.0,Emerging Market Economies,Latin America and the Caribbean
DMA,90,5159.0,Emerging Market Economies,Latin America and the Caribbean
DMA,100,1325.0,Emerging Market Economies,Latin America and the Caribbean
DOM,10,6145736.0,Emerging Market Economies,Latin America and the Caribbean
DOM,20,1431560.0,Emerging Market Economies,Latin America and the Caribbean
DOM,30,1382244.0,Emerging Market Economies,Latin America and the Caribbean
DOM,40,769159.0,Emerging Market Economies,Latin America and the Caribbean
DOM,50,531422.0,Emerging Market Economies,Latin America and the Caribbean
DOM,60,485331.0,Emerging Market Economies,Latin America and the Caribbean
DOM,70,502380.0,Emerging Market Economies,Latin America and the Caribbean
DOM,80,293410.0,Emerging Market Economies,Latin America and the Caribbean
DOM,90,206840.0,Emerging Market Economies,Latin America and the Caribbean
DOM,100,251597.0,Emerging Market Economies,Latin America and the Caribbean
ECU,10,8699167.0,Emerging Market Economies,Latin America and the Caribbean
ECU,20,2774132.0,Emerging Market Economies,Latin America and the Caribbean
ECU,30,1104355.0,Emerging Market Economies,Latin America and the Caribbean
ECU,40,945177.0,Emerging Market Economies,Latin America and the Caribbean
ECU,50,1033044.0,Emerging Market Economies,Latin America and the Caribbean
ECU,60,1112231.0,Emerging Market Economies,Latin America and the Caribbean
ECU,70,628637.0,Emerging Market Economies,Latin America and the Caribbean
ECU,80,490292.0,Emerging Market Economies,Latin America and the Caribbean
ECU,90,564645.0,Emerging Market Economies,Latin America and the Caribbean
ECU,100,287320.0,Emerging Market Economies,Latin America and the Caribbean
EGY,10,10161433.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,20,14287589.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,30,10043617.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,40,12781266.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,50,15103280.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,60,14299825.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,70,9635855.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,80,5629749.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,90,2113306.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,100,849927.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SLV,10,2404057.0,Emerging Market Economies,Latin America and the Caribbean
SLV,20,935874.0,Emerging Market Economies,Latin America and the Caribbean
SLV,30,1067458.0,Emerging Market Economies,Latin America and the Caribbean
SLV,40,434423.0,Emerging Market Economies,Latin America and the Caribbean
SLV,50,520331.0,Emerging Market Economies,Latin America and the Caribbean
SLV,60,382475.0,Emerging Market Economies,Latin America and the Caribbean
SLV,70,307726.0,Emerging Market Economies,Latin America and the Caribbean
SLV,80,340918.0,Emerging Market Economies,Latin America and the Caribbean
SLV,90,196355.0,Emerging Market Economies,Latin America and the Caribbean
SLV,100,144015.0,Emerging Market Economies,Latin America and the Caribbean
GNQ,10,320785.0,,
GNQ,20,67732.0,,
GNQ,30,212900.0,,
GNQ,40,197040.0,,
GNQ,50,84834.0,,
GNQ,60,90636.0,,
GNQ,70,57877.0,,
GNQ,80,61838.0,,
GNQ,90,79120.0,,
GNQ,100,111856.0,,
ERI,10,683624.0,,
ERI,20,437273.0,,
ERI,30,553208.0,,
ERI,40,319108.0,,
ERI,50,341653.0,,
ERI,60,470077.0,,
ERI,70,489244.0,,
ERI,80,406788.0,,
ERI,90,299871.0,,
ERI,100,186271.0,,
EST,10,722164.0,Advanced Economies,Advanced Economies
EST,20,319990.0,Advanced Economies,Advanced Economies
EST,30,92789.0,Advanced Economies,Advanced Economies
EST,40,71960.0,Advanced Economies,Advanced Economies
EST,50,56874.0,Advanced Economies,Advanced Economies
EST,60,45745.0,Advanced Economies,Advanced Economies
EST,70,22552.0,Advanced Economies,Advanced Economies
EST,80,24066.0,Advanced Economies,Advanced Economies
EST,90,19273.0,Advanced Economies,Advanced Economies
EST,100,10839.0,Advanced Economies,Advanced Economies
SWZ,10,195040.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,20,112241.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,30,139798.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,40,92256.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,50,101906.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,60,80025.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,70,138091.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,80,111941.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,90,62547.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,100,63796.0,Emerging Market Economies,Sub-Sahara Africa
ETH,10,14878015.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,20,14420100.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,30,20356940.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,40,12841799.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,50,9240048.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,60,9228800.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,70,8565988.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,80,5429523.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,90,5520426.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,100,3344327.0,Low Income Developing Countries,Sub-Sahara Africa
FRO,10,24479.0,,
FRO,20,3449.0,,
FRO,30,9172.0,,
FRO,40,3184.0,,
FRO,50,2958.0,,
FRO,60,1652.0,,
FRO,70,2851.0,,
FRO,80,586.0,,
FRO,90,455.0,,
FRO,100,107.0,,
FJI,10,547700.0,Emerging Market Economies,Emerging and Developing Asia
FJI,20,41243.0,Emerging Market Economies,Emerging and Developing Asia
FJI,30,77192.0,Emerging Market Economies,Emerging and Developing Asia
FJI,40,55852.0,Emerging Market Economies,Emerging and Developing Asia
FJI,50,35258.0,Emerging Market Economies,Emerging and Developing Asia
FJI,60,17985.0,Emerging Market Economies,Emerging and Developing Asia
FJI,70,26449.0,Emerging Market Economies,Emerging and Developing Asia
FJI,80,20819.0,Emerging Market Economies,Emerging and Developing Asia
FJI,90,49908.0,Emerging Market Economies,Emerging and Developing Asia
FJI,100,18159.0,Emerging Market Economies,Emerging and Developing Asia
FIN,10,1714496.0,Advanced Economies,Advanced Economies
FIN,20,578188.0,Advanced Economies,Advanced Economies
FIN,30,711693.0,Advanced Economies,Advanced Economies
FIN,40,389436.0,Advanced Economies,Advanced Economies
FIN,50,196190.0,Advanced Economies,Advanced Economies
FIN,60,411370.0,Advanced Economies,Advanced Economies
FIN,70,268237.0,Advanced Economies,Advanced Economies
FIN,80,668804.0,Advanced Economies,Advanced Economies
FIN,90,190643.0,Advanced Economies,Advanced Economies
FIN,100,398878.0,Advanced Economies,Advanced Economies
FRA,10,17822290.0,Advanced Economies,Advanced Economies
FRA,20,10510117.0,Advanced Economies,Advanced Economies
FRA,30,10611255.0,Advanced Economies,Advanced Economies
FRA,40,6802753.0,Advanced Economies,Advanced Economies
FRA,50,6267826.0,Advanced Economies,Advanced Economies
FRA,60,4360707.0,Advanced Economies,Advanced Economies
FRA,70,4192560.0,Advanced Economies,Advanced Economies
FRA,80,2905189.0,Advanced Economies,Advanced Economies
FRA,90,2481921.0,Advanced Economies,Advanced Economies
FRA,100,1793909.0,Advanced Economies,Advanced Economies
GUF,10,123644.0,,
GUF,20,95450.0,,
GUF,30,36401.0,,
GUF,40,17495.0,,
GUF,50,17605.0,,
GUF,60,13043.0,,
GUF,70,17941.0,,
GUF,80,20767.0,,
GUF,90,4086.0,,
GUF,100,1238.0,,
GAB,10,1803923.0,Emerging Market Economies,Sub-Sahara Africa
GAB,20,411494.0,Emerging Market Economies,Sub-Sahara Africa
GAB,30,162446.0,Emerging Market Economies,Sub-Sahara Africa
GAB,40,141752.0,Emerging Market Economies,Sub-Sahara Africa
GAB,50,75993.0,Emerging Market Economies,Sub-Sahara Africa
GAB,60,154581.0,Emerging Market Economies,Sub-Sahara Africa
GAB,70,82469.0,Emerging Market Economies,Sub-Sahara Africa
GAB,80,78372.0,Emerging Market Economies,Sub-Sahara Africa
GAB,90,63471.0,Emerging Market Economies,Sub-Sahara Africa
GAB,100,43184.0,Emerging Market Economies,Sub-Sahara Africa
GMB,10,1199498.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,20,400150.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,30,120696.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,40,220615.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,50,64673.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,60,104945.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,70,117708.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,80,60435.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,90,66290.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,100,37663.0,Low Income Developing Countries,Sub-Sahara Africa
GEO,10,1827898.0,Emerging Market Economies,Caucasus and Central Asia
GEO,20,405582.0,Emerging Market Economies,Caucasus and Central Asia
GEO,30,323092.0,Emerging Market Economies,Caucasus and Central Asia
GEO,40,333539.0,Emerging Market Economies,Caucasus and Central Asia
GEO,50,185076.0,Emerging Market Economies,Caucasus and Central Asia
GEO,60,214618.0,Emerging Market Economies,Caucasus and Central Asia
GEO,70,129391.0,Emerging Market Economies,Caucasus and Central Asia
GEO,80,145944.0,Emerging Market Economies,Caucasus and Central Asia
GEO,90,104014.0,Emerging Market Economies,Caucasus and Central Asia
GEO,100,41857.0,Emerging Market Economies,Caucasus and Central Asia
DEU,10,18187323.0,Advanced Economies,Advanced Economies
DEU,20,5950413.0,Advanced Economies,Advanced Economies
DEU,30,10177279.0,Advanced Economies,Advanced Economies
DEU,40,7867438.0,Advanced Economies,Advanced Economies
DEU,50,8960697.0,Advanced Economies,Advanced Economies
DEU,60,6663829.0,Advanced Economies,Advanced Economies
DEU,70,5881361.0,Advanced Economies,Advanced Economies
DEU,80,5294231.0,Advanced Economies,Advanced Economies
DEU,90,4742870.0,Advanced Economies,Advanced Economies
DEU,100,4613182.0,Advanced Economies,Advanced Economies
GHA,10,12056723.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,20,3473733.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,30,2339165.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,40,2432769.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,50,1900859.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,60,2369462.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,70,2115903.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,80,2162205.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,90,2292407.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,100,1767145.0,Low Income Developing Countries,Sub-Sahara Africa
GRC,10,5589793.0,Advanced Economies,Advanced Economies
GRC,20,188870.0,Advanced Economies,Advanced Economies
GRC,30,623264.0,Advanced Economies,Advanced Economies
GRC,40,924023.0,Advanced Economies,Advanced Economies
GRC,50,718693.0,Advanced Economies,Advanced Economies
GRC,60,181013.0,Advanced Economies,Advanced Economies
GRC,70,934274.0,Advanced Economies,Advanced Economies
GRC,80,541494.0,Advanced Economies,Advanced Economies
GRC,90,519823.0,Advanced Economies,Advanced Economies
GRC,100,276707.0,Advanced Economies,Advanced Economies
GRD,10,32531.0,Emerging Market Economies,Latin America and the Caribbean
GRD,20,13254.0,Emerging Market Economies,Latin America and the Caribbean
GRD,30,0.0,Emerging Market Economies,Latin America and the Caribbean
GRD,40,24289.0,Emerging Market Economies,Latin America and the Caribbean
GRD,50,0.0,Emerging Market Economies,Latin America and the Caribbean
GRD,60,10086.0,Emerging Market Economies,Latin America and the Caribbean
GRD,70,6697.0,Emerging Market Economies,Latin America and the Caribbean
GRD,80,0.0,Emerging Market Economies,Latin America and the Caribbean
GRD,90,4065.0,Emerging Market Economies,Latin America and the Caribbean
GRD,100,3793.0,Emerging Market Economies,Latin America and the Caribbean
GLP,10,110521.0,,
GLP,20,61196.0,,
GLP,30,50386.0,,
GLP,40,48169.0,,
GLP,50,19414.0,,
GLP,60,64591.0,,
GLP,70,16490.0,,
GLP,80,21057.0,,
GLP,90,11981.0,,
GLP,100,3594.0,,
GTM,10,3063142.0,Emerging Market Economies,Latin America and the Caribbean
GTM,20,1888537.0,Emerging Market Economies,Latin America and the Caribbean
GTM,30,1944609.0,Emerging Market Economies,Latin America and the Caribbean
GTM,40,1652215.0,Emerging Market Economies,Latin America and the Caribbean
GTM,50,2005368.0,Emerging Market Economies,Latin America and the Caribbean
GTM,60,1593439.0,Emerging Market Economies,Latin America and the Caribbean
GTM,70,1589539.0,Emerging Market Economies,Latin America and the Caribbean
GTM,80,1455767.0,Emerging Market Economies,Latin America and the Caribbean
GTM,90,1483695.0,Emerging Market Economies,Latin America and the Caribbean
GTM,100,1588024.0,Emerging Market Economies,Latin America and the Caribbean
GIN,10,3472750.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,20,673352.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,30,954065.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,40,1983434.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,50,552947.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,60,844269.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,70,1160380.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,80,1089309.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,90,724522.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,100,893243.0,Low Income Developing Countries,Sub-Sahara Africa
GNB,10,679591.0,,
GNB,20,170173.0,,
GNB,30,146221.0,,
GNB,40,195354.0,,
GNB,50,197635.0,,
GNB,60,145408.0,,
GNB,70,132099.0,,
GNB,80,60673.0,,
GNB,90,74145.0,,
GNB,100,49878.0,,
GUY,10,235434.0,Emerging Market Economies,Latin America and the Caribbean
GUY,20,101571.0,Emerging Market Economies,Latin America and the Caribbean
GUY,30,90808.0,Emerging Market Economies,Latin America and the Caribbean
GUY,40,85288.0,Emerging Market Economies,Latin America and the Caribbean
GUY,50,39573.0,Emerging Market Economies,Latin America and the Caribbean
GUY,60,42132.0,Emerging Market Economies,Latin America and the Caribbean
GUY,70,47748.0,Emerging Market Economies,Latin America and the Caribbean
GUY,80,36519.0,Emerging Market Economies,Latin America and the Caribbean
GUY,90,22515.0,Emerging Market Economies,Latin America and the Caribbean
GUY,100,15794.0,Emerging Market Economies,Latin America and the Caribbean
HTI,10,4312172.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,20,2109019.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,30,1684310.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,40,1281520.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,50,578767.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,60,577716.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,70,1541244.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,80,959584.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,90,853354.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,100,629684.0,Low Income Developing Countries,Latin America and the Caribbean
HND,10,4157230.0,Low Income Developing Countries,Latin America and the Caribbean
HND,20,867207.0,Low Income Developing Countries,Latin America and the Caribbean
HND,30,611789.0,Low Income Developing Countries,Latin America and the Caribbean
HND,40,637243.0,Low Income Developing Countries,Latin America and the Caribbean
HND,50,848994.0,Low Income Developing Countries,Latin America and the Caribbean
HND,60,437675.0,Low Income Developing Countries,Latin America and the Caribbean
HND,70,668229.0,Low Income Developing Countries,Latin America and the Caribbean
HND,80,434368.0,Low Income Developing Countries,Latin America and the Caribbean
HND,90,380697.0,Low Income Developing Countries,Latin America and the Caribbean
HND,100,498751.0,Low Income Developing Countries,Latin America and the Caribbean
HKG,10,1100391.0,Advanced Economies,Advanced Economies
HKG,20,820622.0,Advanced Economies,Advanced Economies
HKG,30,768629.0,Advanced Economies,Advanced Economies
HKG,40,229500.0,Advanced Economies,Advanced Economies
HKG,50,598372.0,Advanced Economies,Advanced Economies
HKG,60,1352909.0,Advanced Economies,Advanced Economies
HKG,70,457126.0,Advanced Economies,Advanced Economies
HKG,80,480537.0,Advanced Economies,Advanced Economies
HKG,90,892382.0,Advanced Economies,Advanced Economies
HKG,100,396709.0,Advanced Economies,Advanced Economies
HUN,10,3899933.0,Emerging Market Economies,Emerging and Developing Europe
HUN,20,1007225.0,Emerging Market Economies,Emerging and Developing Europe
HUN,30,913471.0,Emerging Market Economies,Emerging and Developing Europe
HUN,40,798613.0,Emerging Market Economies,Emerging and Developing Europe
HUN,50,620535.0,Emerging Market Economies,Emerging and Developing Europe
HUN,60,599162.0,Emerging Market Economies,Emerging and Developing Europe
HUN,70,438188.0,Emerging Market Economies,Emerging and Developing Europe
HUN,80,437944.0,Emerging Market Economies,Emerging and Developing Europe
HUN,90,387364.0,Emerging Market Economies,Emerging and Developing Europe
HUN,100,267299.0,Emerging Market Economies,Emerging and Developing Europe
ISL,10,270359.0,Advanced Economies,Advanced Economies
ISL,20,14210.0,Advanced Economies,Advanced Economies
ISL,30,13748.0,Advanced Economies,Advanced Economies
ISL,40,6196.0,Advanced Economies,Advanced Economies
ISL,50,12760.0,Advanced Economies,Advanced Economies
ISL,60,5219.0,Advanced Economies,Advanced Economies
ISL,70,5341.0,Advanced Economies,Advanced Economies
ISL,80,4072.0,Advanced Economies,Advanced Economies
ISL,90,2154.0,Advanced Economies,Advanced Economies
ISL,100,2010.0,Advanced Economies,Advanced Economies
IND,10,295949858.0,Emerging Market Economies,Emerging and Developing Asia
IND,20,208982631.0,Emerging Market Economies,Emerging and Developing Asia
IND,30,183278009.0,Emerging Market Economies,Emerging and Developing Asia
IND,40,134555430.0,Emerging Market Economies,Emerging and Developing Asia
IND,50,135608481.0,Emerging Market Economies,Emerging and Developing Asia
IND,60,122343806.0,Emerging Market Economies,Emerging and Developing Asia
IND,70,113138645.0,Emerging Market Economies,Emerging and Developing Asia
IND,80,115857147.0,Emerging Market Economies,Emerging and Developing Asia
IND,90,75748349.0,Emerging Market Economies,Emerging and Developing Asia
IND,100,19775811.0,Emerging Market Economies,Emerging and Developing Asia
IDN,10,58847708.0,Emerging Market Economies,Emerging and Developing Asia
IDN,20,52470064.0,Emerging Market Economies,Emerging and Developing Asia
IDN,30,54156047.0,Emerging Market Economies,Emerging and Developing Asia
IDN,40,30070155.0,Emerging Market Economies,Emerging and Developing Asia
IDN,50,18396048.0,Emerging Market Economies,Emerging and Developing Asia
IDN,60,17449083.0,Emerging Market Economies,Emerging and Developing Asia
IDN,70,15171767.0,Emerging Market Economies,Emerging and Developing Asia
IDN,80,13447414.0,Emerging Market Economies,Emerging and Developing Asia
IDN,90,12356499.0,Emerging Market Economies,Emerging and Developing Asia
IDN,100,7281124.0,Emerging Market Economies,Emerging and Developing Asia
IRN,10,23872849.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,20,14891883.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,30,8869501.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,40,7153194.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,50,5581386.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,60,4541923.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,70,4443360.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,80,4729391.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,90,4488920.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,100,1577125.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,10,13540495.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,20,8789177.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,30,4385965.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,40,4311562.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,50,3774254.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,60,3238881.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,70,1940080.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,80,1696424.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,90,1992332.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,100,825728.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRL,10,1900576.0,Advanced Economies,Advanced Economies
IRL,20,430826.0,Advanced Economies,Advanced Economies
IRL,30,991467.0,Advanced Economies,Advanced Economies
IRL,40,246516.0,Advanced Economies,Advanced Economies
IRL,50,263593.0,Advanced Economies,Advanced Economies
IRL,60,194915.0,Advanced Economies,Advanced Economies
IRL,70,430108.0,Advanced Economies,Advanced Economies
IRL,80,260451.0,Advanced Economies,Advanced Economies
IRL,90,479714.0,Advanced Economies,Advanced Economies
IRL,100,264588.0,Advanced Economies,Advanced Economies
IMN,10,41492.0,,
IMN,20,4542.0,,
IMN,30,3327.0,,
IMN,40,18539.0,,
IMN,50,4587.0,,
IMN,60,3557.0,,
IMN,70,5384.0,,
IMN,80,2466.0,,
IMN,90,2187.0,,
IMN,100,4113.0,,
ISR,10,1448695.0,Advanced Economies,Advanced Economies
ISR,20,1200958.0,Advanced Economies,Advanced Economies
ISR,30,0.0,Advanced Economies,Advanced Economies
ISR,40,2412443.0,Advanced Economies,Advanced Economies
ISR,50,0.0,Advanced Economies,Advanced Economies
ISR,60,1012860.0,Advanced Economies,Advanced Economies
ISR,70,1507850.0,Advanced Economies,Advanced Economies
ISR,80,0.0,Advanced Economies,Advanced Economies
ISR,90,1256413.0,Advanced Economies,Advanced Economies
ISR,100,44506.0,Advanced Economies,Advanced Economies
ITA,10,15143868.0,Advanced Economies,Advanced Economies
ITA,20,9961675.0,Advanced Economies,Advanced Economies
ITA,30,8708972.0,Advanced Economies,Advanced Economies
ITA,40,6219847.0,Advanced Economies,Advanced Economies
ITA,50,4041221.0,Advanced Economies,Advanced Economies
ITA,60,3903582.0,Advanced Economies,Advanced Economies
ITA,70,3932796.0,Advanced Economies,Advanced Economies
ITA,80,5141989.0,Advanced Economies,Advanced Economies
ITA,90,2575915.0,Advanced Economies,Advanced Economies
ITA,100,1952824.0,Advanced Economies,Advanced Economies
JAM,10,647081.0,Emerging Market Economies,Latin America and the Caribbean
JAM,20,541268.0,Emerging Market Economies,Latin America and the Caribbean
JAM,30,184186.0,Emerging Market Economies,Latin America and the Caribbean
JAM,40,445152.0,Emerging Market Economies,Latin America and the Caribbean
JAM,50,145694.0,Emerging Market Economies,Latin America and the Caribbean
JAM,60,110731.0,Emerging Market Economies,Latin America and the Caribbean
JAM,70,238784.0,Emerging Market Economies,Latin America and the Caribbean
JAM,80,153020.0,Emerging Market Economies,Latin America and the Caribbean
JAM,90,93450.0,Emerging Market Economies,Latin America and the Caribbean
JAM,100,152463.0,Emerging Market Economies,Latin America and the Caribbean
JPN,10,48220422.0,Advanced Economies,Advanced Economies
JPN,20,24613287.0,Advanced Economies,Advanced Economies
JPN,30,16238399.0,Advanced Economies,Advanced Economies
JPN,40,11281130.0,Advanced Economies,Advanced Economies
JPN,50,9579510.0,Advanced Economies,Advanced Economies
JPN,60,6568194.0,Advanced Economies,Advanced Economies
JPN,70,4542961.0,Advanced Economies,Advanced Economies
JPN,80,3140557.0,Advanced Economies,Advanced Economies
JPN,90,1762271.0,Advanced Economies,Advanced Economies
JPN,100,759399.0,Advanced Economies,Advanced Economies
JOR,10,2686757.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,20,1557821.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,30,965795.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,40,297918.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,50,552186.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,60,362521.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,70,243295.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,80,235455.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,90,69274.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,100,170967.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KAZ,10,9060938.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,20,3754501.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,30,1216446.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,40,1065944.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,50,455650.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,60,622187.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,70,647769.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,80,506399.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,90,439276.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,100,371434.0,Emerging Market Economies,Caucasus and Central Asia
KEN,10,7399561.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,20,5272307.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,30,5422396.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,40,5356850.0,Low Income Developing Countries,Sub-Sahara Africa
