iso3,decile,area,income,region
DJI,30,980.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,40,1850.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,50,1776.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,60,1844.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,70,1785.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,80,2856.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,90,2085.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,100,5810.0,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DMA,10,56.0,Emerging Market Economies,Latin America and the Caribbean
DMA,20,8.0,Emerging Market Economies,Latin America and the Caribbean
DMA,30,68.0,Emerging Market Economies,Latin America and the Caribbean
DMA,40,11.0,Emerging Market Economies,Latin America and the Caribbean
DMA,50,59.0,Emerging Market Economies,Latin America and the Caribbean
DMA,60,88.0,Emerging Market Economies,Latin America and the Caribbean
DMA,70,183.0,Emerging Market Economies,Latin America and the Caribbean
DMA,80,125.0,Emerging Market Economies,Latin America and the Caribbean
DMA,90,123.0,Emerging Market Economies,Latin America and the Caribbean
DMA,100,34.0,Emerging Market Economies,Latin America and the Caribbean
DOM,10,2145.0,Emerging Market Economies,Latin America and the Caribbean
DOM,20,3050.0,Emerging Market Economies,Latin America and the Caribbean
DOM,30,4906.0,Emerging Market Economies,Latin America and the Caribbean
DOM,40,3952.0,Emerging Market Economies,Latin America and the Caribbean
DOM,50,3849.0,Emerging Market Economies,Latin America and the Caribbean
DOM,60,4676.0,Emerging Market Economies,Latin America and the Caribbean
DOM,70,6676.0,Emerging Market Economies,Latin America and the Caribbean
DOM,80,5204.0,Emerging Market Economies,Latin America and the Caribbean
DOM,90,4821.0,Emerging Market Economies,Latin America and the Caribbean
DOM,100,8976.0,Emerging Market Economies,Latin America and the Caribbean
ECU,10,15341.0,Emerging Market Economies,Latin America and the Caribbean
ECU,20,16625.0,Emerging Market Economies,Latin America and the Caribbean
ECU,30,8980.0,Emerging Market Economies,Latin America and the Caribbean
ECU,40,10899.0,Emerging Market Economies,Latin America and the Caribbean
ECU,50,17667.0,Emerging Market Economies,Latin America and the Caribbean
ECU,60,24456.0,Emerging Market Economies,Latin America and the Caribbean
ECU,70,19604.0,Emerging Market Economies,Latin America and the Caribbean
ECU,80,20656.0,Emerging Market Economies,Latin America and the Caribbean
ECU,90,39180.0,Emerging Market Economies,Latin America and the Caribbean
ECU,100,82909.0,Emerging Market Economies,Latin America and the Caribbean
EGY,10,200.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,20,879.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,30,2074.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,40,4529.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,50,6698.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,60,8152.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,70,8020.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,80,14042.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,90,199510.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,100,741418.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
SLV,10,911.0,Emerging Market Economies,Latin America and the Caribbean
SLV,20,1423.0,Emerging Market Economies,Latin America and the Caribbean
SLV,30,2634.0,Emerging Market Economies,Latin America and the Caribbean
SLV,40,1444.0,Emerging Market Economies,Latin America and the Caribbean
SLV,50,2094.0,Emerging Market Economies,Latin America and the Caribbean
SLV,60,2018.0,Emerging Market Economies,Latin America and the Caribbean
SLV,70,2113.0,Emerging Market Economies,Latin America and the Caribbean
SLV,80,3048.0,Emerging Market Economies,Latin America and the Caribbean
SLV,90,2174.0,Emerging Market Economies,Latin America and the Caribbean
SLV,100,2541.0,Emerging Market Economies,Latin America and the Caribbean
GNQ,10,603.0,,
GNQ,20,897.0,,
GNQ,30,3442.0,,
GNQ,40,3691.0,,
GNQ,50,1820.0,,
GNQ,60,2227.0,,
GNQ,70,1686.0,,
GNQ,80,2204.0,,
GNQ,90,3392.0,,
GNQ,100,6994.0,,
ERI,10,1347.0,,
ERI,20,3183.0,,
ERI,30,5278.0,,
ERI,40,3771.0,,
ERI,50,5379.0,,
ERI,60,9426.0,,
ERI,70,17002.0,,
ERI,80,17013.0,,
ERI,90,24378.0,,
ERI,100,33367.0,,
EST,10,650.0,Advanced Economies,Advanced Economies
EST,20,2327.0,Advanced Economies,Advanced Economies
EST,30,2757.0,Advanced Economies,Advanced Economies
EST,40,5132.0,Advanced Economies,Advanced Economies
EST,50,6092.0,Advanced Economies,Advanced Economies
EST,60,6537.0,Advanced Economies,Advanced Economies
EST,70,4046.0,Advanced Economies,Advanced Economies
EST,80,5216.0,Advanced Economies,Advanced Economies
EST,90,5423.0,Advanced Economies,Advanced Economies
EST,100,7333.0,Advanced Economies,Advanced Economies
SWZ,10,288.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,20,757.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,30,1460.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,40,1262.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,50,1521.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,60,1331.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,70,2726.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,80,2929.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,90,2163.0,Emerging Market Economies,Sub-Sahara Africa
SWZ,100,2948.0,Emerging Market Economies,Sub-Sahara Africa
ETH,10,18650.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,20,57941.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,30,105661.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,40,79417.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,50,60326.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,60,74372.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,70,95908.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,80,136890.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,90,242392.0,Low Income Developing Countries,Sub-Sahara Africa
ETH,100,258727.0,Low Income Developing Countries,Sub-Sahara Africa
FRO,10,219.0,,
FRO,20,68.0,,
FRO,30,258.0,,
FRO,40,154.0,,
FRO,50,182.0,,
FRO,60,116.0,,
FRO,70,225.0,,
FRO,80,58.0,,
FRO,90,109.0,,
FRO,100,46.0,,
FJI,10,3235.0,Emerging Market Economies,Emerging and Developing Asia
FJI,20,953.0,Emerging Market Economies,Emerging and Developing Asia
FJI,30,2596.0,Emerging Market Economies,Emerging and Developing Asia
FJI,40,2424.0,Emerging Market Economies,Emerging and Developing Asia
FJI,50,1590.0,Emerging Market Economies,Emerging and Developing Asia
FJI,60,847.0,Emerging Market Economies,Emerging and Developing Asia
FJI,70,1286.0,Emerging Market Economies,Emerging and Developing Asia
FJI,80,1073.0,Emerging Market Economies,Emerging and Developing Asia
FJI,90,2741.0,Emerging Market Economies,Emerging and Developing Asia
FJI,100,1872.0,Emerging Market Economies,Emerging and Developing Asia
FIN,10,9491.0,Advanced Economies,Advanced Economies
FIN,20,13170.0,Advanced Economies,Advanced Economies
FIN,30,20938.0,Advanced Economies,Advanced Economies
FIN,40,13935.0,Advanced Economies,Advanced Economies
FIN,50,8664.0,Advanced Economies,Advanced Economies
FIN,60,26623.0,Advanced Economies,Advanced Economies
FIN,70,19438.0,Advanced Economies,Advanced Economies
FIN,80,57116.0,Advanced Economies,Advanced Economies
FIN,90,24022.0,Advanced Economies,Advanced Economies
FIN,100,142684.0,Advanced Economies,Advanced Economies
FRA,10,20392.0,Advanced Economies,Advanced Economies
FRA,20,45535.0,Advanced Economies,Advanced Economies
FRA,30,62477.0,Advanced Economies,Advanced Economies
FRA,40,54411.0,Advanced Economies,Advanced Economies
FRA,50,64507.0,Advanced Economies,Advanced Economies
FRA,60,57748.0,Advanced Economies,Advanced Economies
FRA,70,64786.0,Advanced Economies,Advanced Economies
FRA,80,56991.0,Advanced Economies,Advanced Economies
FRA,90,59222.0,Advanced Economies,Advanced Economies
FRA,100,63748.0,Advanced Economies,Advanced Economies
GUF,10,221.0,,
GUF,20,4449.0,,
GUF,30,2446.0,,
GUF,40,2776.0,,
GUF,50,4787.0,,
GUF,60,4162.0,,
GUF,70,9268.0,,
GUF,80,22010.0,,
GUF,90,16188.0,,
GUF,100,16985.0,,
GAB,10,16520.0,Emerging Market Economies,Sub-Sahara Africa
GAB,20,22998.0,Emerging Market Economies,Sub-Sahara Africa
GAB,30,19036.0,Emerging Market Economies,Sub-Sahara Africa
GAB,40,22978.0,Emerging Market Economies,Sub-Sahara Africa
GAB,50,15327.0,Emerging Market Economies,Sub-Sahara Africa
GAB,60,42430.0,Emerging Market Economies,Sub-Sahara Africa
GAB,70,31960.0,Emerging Market Economies,Sub-Sahara Africa
GAB,80,33642.0,Emerging Market Economies,Sub-Sahara Africa
GAB,90,30905.0,Emerging Market Economies,Sub-Sahara Africa
GAB,100,28721.0,Emerging Market Economies,Sub-Sahara Africa
GMB,10,450.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,20,1487.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,30,732.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,40,1875.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,50,623.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,60,1134.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,70,1371.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,80,808.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,90,1070.0,Low Income Developing Countries,Sub-Sahara Africa
GMB,100,1122.0,Low Income Developing Countries,Sub-Sahara Africa
GEO,10,3616.0,Emerging Market Economies,Caucasus and Central Asia
GEO,20,4260.0,Emerging Market Economies,Caucasus and Central Asia
GEO,30,5383.0,Emerging Market Economies,Caucasus and Central Asia
GEO,40,6938.0,Emerging Market Economies,Caucasus and Central Asia
GEO,50,4899.0,Emerging Market Economies,Caucasus and Central Asia
GEO,60,6834.0,Emerging Market Economies,Caucasus and Central Asia
GEO,70,5720.0,Emerging Market Economies,Caucasus and Central Asia
GEO,80,8551.0,Emerging Market Economies,Caucasus and Central Asia
GEO,90,10953.0,Emerging Market Economies,Caucasus and Central Asia
GEO,100,12693.0,Emerging Market Economies,Caucasus and Central Asia
DEU,10,7648.0,Advanced Economies,Advanced Economies
DEU,20,5374.0,Advanced Economies,Advanced Economies
DEU,30,17030.0,Advanced Economies,Advanced Economies
DEU,40,22996.0,Advanced Economies,Advanced Economies
DEU,50,39853.0,Advanced Economies,Advanced Economies
DEU,60,40189.0,Advanced Economies,Advanced Economies
DEU,70,45241.0,Advanced Economies,Advanced Economies
DEU,80,48691.0,Advanced Economies,Advanced Economies
DEU,90,53278.0,Advanced Economies,Advanced Economies
DEU,100,80994.0,Advanced Economies,Advanced Economies
GHA,10,5708.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,20,9232.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,30,9425.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,40,13463.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,50,13542.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,60,20129.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,70,22345.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,80,30801.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,90,41708.0,Low Income Developing Countries,Sub-Sahara Africa
GHA,100,71958.0,Low Income Developing Countries,Sub-Sahara Africa
GRC,10,22707.0,Advanced Economies,Advanced Economies
GRC,20,2284.0,Advanced Economies,Advanced Economies
GRC,30,8336.0,Advanced Economies,Advanced Economies
GRC,40,16548.0,Advanced Economies,Advanced Economies
GRC,50,14082.0,Advanced Economies,Advanced Economies
GRC,60,3861.0,Advanced Economies,Advanced Economies
GRC,70,23403.0,Advanced Economies,Advanced Economies
GRC,80,15505.0,Advanced Economies,Advanced Economies
GRC,90,15553.0,Advanced Economies,Advanced Economies
GRC,100,9858.0,Advanced Economies,Advanced Economies
GRD,10,74.0,Emerging Market Economies,Latin America and the Caribbean
GRD,20,40.0,Emerging Market Economies,Latin America and the Caribbean
GRD,30,0.0,Emerging Market Economies,Latin America and the Caribbean
GRD,40,95.0,Emerging Market Economies,Latin America and the Caribbean
GRD,50,0.0,Emerging Market Economies,Latin America and the Caribbean
GRD,60,53.0,Emerging Market Economies,Latin America and the Caribbean
GRD,70,38.0,Emerging Market Economies,Latin America and the Caribbean
GRD,80,0.0,Emerging Market Economies,Latin America and the Caribbean
GRD,90,24.0,Emerging Market Economies,Latin America and the Caribbean
GRD,100,36.0,Emerging Market Economies,Latin America and the Caribbean
GLP,10,128.0,,
GLP,20,150.0,,
GLP,30,162.0,,
GLP,40,184.0,,
GLP,50,92.0,,
GLP,60,357.0,,
GLP,70,120.0,,
GLP,80,195.0,,
GLP,90,167.0,,
GLP,100,95.0,,
GTM,10,697.0,Emerging Market Economies,Latin America and the Caribbean
GTM,20,1760.0,Emerging Market Economies,Latin America and the Caribbean
GTM,30,3157.0,Emerging Market Economies,Latin America and the Caribbean
GTM,40,4034.0,Emerging Market Economies,Latin America and the Caribbean
GTM,50,6815.0,Emerging Market Economies,Latin America and the Caribbean
GTM,60,7109.0,Emerging Market Economies,Latin America and the Caribbean
GTM,70,8966.0,Emerging Market Economies,Latin America and the Caribbean
GTM,80,10530.0,Emerging Market Economies,Latin America and the Caribbean
GTM,90,14919.0,Emerging Market Economies,Latin America and the Caribbean
GTM,100,51169.0,Emerging Market Economies,Latin America and the Caribbean
GIN,10,7853.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,20,10309.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,30,15763.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,40,38467.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,50,12775.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,60,21213.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,70,33072.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,80,33322.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,90,27550.0,Low Income Developing Countries,Sub-Sahara Africa
GIN,100,44428.0,Low Income Developing Countries,Sub-Sahara Africa
GNB,10,1022.0,,
GNB,20,1998.0,,
GNB,30,2433.0,,
GNB,40,4068.0,,
GNB,50,4817.0,,
GNB,60,4131.0,,
GNB,70,4416.0,,
GNB,80,2454.0,,
GNB,90,3795.0,,
GNB,100,4640.0,,
GUY,10,191.0,Emerging Market Economies,Latin America and the Caribbean
GUY,20,233.0,Emerging Market Economies,Latin America and the Caribbean
GUY,30,349.0,Emerging Market Economies,Latin America and the Caribbean
GUY,40,721.0,Emerging Market Economies,Latin America and the Caribbean
GUY,50,581.0,Emerging Market Economies,Latin America and the Caribbean
GUY,60,1605.0,Emerging Market Economies,Latin America and the Caribbean
GUY,70,8809.0,Emerging Market Economies,Latin America and the Caribbean
GUY,80,21544.0,Emerging Market Economies,Latin America and the Caribbean
GUY,90,34427.0,Emerging Market Economies,Latin America and the Caribbean
GUY,100,142491.0,Emerging Market Economies,Latin America and the Caribbean
HTI,10,1330.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,20,3042.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,30,3100.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,40,2731.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,50,1307.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,60,1619.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,70,4547.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,80,3242.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,90,3366.0,Low Income Developing Countries,Latin America and the Caribbean
HTI,100,2816.0,Low Income Developing Countries,Latin America and the Caribbean
HND,10,8198.0,Low Income Developing Countries,Latin America and the Caribbean
HND,20,5848.0,Low Income Developing Countries,Latin America and the Caribbean
HND,30,4951.0,Low Income Developing Countries,Latin America and the Caribbean
HND,40,6139.0,Low Income Developing Countries,Latin America and the Caribbean
HND,50,9603.0,Low Income Developing Countries,Latin America and the Caribbean
HND,60,6070.0,Low Income Developing Countries,Latin America and the Caribbean
HND,70,11168.0,Low Income Developing Countries,Latin America and the Caribbean
HND,80,9096.0,Low Income Developing Countries,Latin America and the Caribbean
HND,90,10034.0,Low Income Developing Countries,Latin America and the Caribbean
HND,100,41145.0,Low Income Developing Countries,Latin America and the Caribbean
HKG,10,21.0,Advanced Economies,Advanced Economies
HKG,20,20.0,Advanced Economies,Advanced Economies
HKG,30,27.0,Advanced Economies,Advanced Economies
HKG,40,12.0,Advanced Economies,Advanced Economies
HKG,50,34.0,Advanced Economies,Advanced Economies
HKG,60,205.0,Advanced Economies,Advanced Economies
HKG,70,91.0,Advanced Economies,Advanced Economies
HKG,80,104.0,Advanced Economies,Advanced Economies
HKG,90,259.0,Advanced Economies,Advanced Economies
HKG,100,312.0,Advanced Economies,Advanced Economies
HUN,10,8095.0,Emerging Market Economies,Emerging and Developing Europe
HUN,20,7086.0,Emerging Market Economies,Emerging and Developing Europe
HUN,30,9247.0,Emerging Market Economies,Emerging and Developing Europe
HUN,40,10840.0,Emerging Market Economies,Emerging and Developing Europe
HUN,50,9548.0,Emerging Market Economies,Emerging and Developing Europe
HUN,60,10672.0,Emerging Market Economies,Emerging and Developing Europe
HUN,70,8792.0,Emerging Market Economies,Emerging and Developing Europe
HUN,80,9660.0,Emerging Market Economies,Emerging and Developing Europe
HUN,90,10022.0,Emerging Market Economies,Emerging and Developing Europe
HUN,100,9089.0,Emerging Market Economies,Emerging and Developing Europe
ISL,10,1192.0,Advanced Economies,Advanced Economies
ISL,20,1244.0,Advanced Economies,Advanced Economies
ISL,30,3858.0,Advanced Economies,Advanced Economies
ISL,40,4542.0,Advanced Economies,Advanced Economies
ISL,50,13566.0,Advanced Economies,Advanced Economies
ISL,60,10414.0,Advanced Economies,Advanced Economies
ISL,70,15305.0,Advanced Economies,Advanced Economies
ISL,80,14108.0,Advanced Economies,Advanced Economies
ISL,90,10679.0,Advanced Economies,Advanced Economies
ISL,100,27277.0,Advanced Economies,Advanced Economies
IND,10,141755.0,Emerging Market Economies,Emerging and Developing Asia
IND,20,185535.0,Emerging Market Economies,Emerging and Developing Asia
IND,30,224088.0,Emerging Market Economies,Emerging and Developing Asia
IND,40,219585.0,Emerging Market Economies,Emerging and Developing Asia
IND,50,288448.0,Emerging Market Economies,Emerging and Developing Asia
IND,60,330235.0,Emerging Market Economies,Emerging and Developing Asia
IND,70,381803.0,Emerging Market Economies,Emerging and Developing Asia
IND,80,490157.0,Emerging Market Economies,Emerging and Developing Asia
IND,90,445850.0,Emerging Market Economies,Emerging and Developing Asia
IND,100,445129.0,Emerging Market Economies,Emerging and Developing Asia
IDN,10,8393.0,Emerging Market Economies,Emerging and Developing Asia
IDN,20,35573.0,Emerging Market Economies,Emerging and Developing Asia
IDN,30,69257.0,Emerging Market Economies,Emerging and Developing Asia
IDN,40,63328.0,Emerging Market Economies,Emerging and Developing Asia
IDN,50,89848.0,Emerging Market Economies,Emerging and Developing Asia
IDN,60,145079.0,Emerging Market Economies,Emerging and Developing Asia
IDN,70,183686.0,Emerging Market Economies,Emerging and Developing Asia
IDN,80,228835.0,Emerging Market Economies,Emerging and Developing Asia
IDN,90,336777.0,Emerging Market Economies,Emerging and Developing Asia
IDN,100,714036.0,Emerging Market Economies,Emerging and Developing Asia
IRN,10,38102.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,20,86806.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,30,84240.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,40,97236.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,50,105208.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,60,111985.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,70,150393.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,80,245513.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,90,340049.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRN,100,362087.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,10,9006.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,20,20980.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,30,16595.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,40,21811.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,50,27994.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,60,30020.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,70,24023.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,80,30796.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,90,66111.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRQ,100,197803.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
IRL,10,3576.0,Advanced Economies,Advanced Economies
IRL,20,4110.0,Advanced Economies,Advanced Economies
IRL,30,12682.0,Advanced Economies,Advanced Economies
IRL,40,3499.0,Advanced Economies,Advanced Economies
IRL,50,4398.0,Advanced Economies,Advanced Economies
IRL,60,3869.0,Advanced Economies,Advanced Economies
IRL,70,9235.0,Advanced Economies,Advanced Economies
IRL,80,6345.0,Advanced Economies,Advanced Economies
IRL,90,12759.0,Advanced Economies,Advanced Economies
IRL,100,9705.0,Advanced Economies,Advanced Economies
IMN,10,17.0,,
IMN,20,4.0,,
IMN,30,5.0,,
IMN,40,92.0,,
IMN,50,45.0,,
IMN,60,67.0,,
IMN,70,111.0,,
IMN,80,55.0,,
IMN,90,51.0,,
IMN,100,132.0,,
ISR,10,177.0,Advanced Economies,Advanced Economies
ISR,20,584.0,Advanced Economies,Advanced Economies
ISR,30,0.0,Advanced Economies,Advanced Economies
ISR,40,1239.0,Advanced Economies,Advanced Economies
ISR,50,0.0,Advanced Economies,Advanced Economies
ISR,60,884.0,Advanced Economies,Advanced Economies
ISR,70,3528.0,Advanced Economies,Advanced Economies
ISR,80,0.0,Advanced Economies,Advanced Economies
ISR,90,14511.0,Advanced Economies,Advanced Economies
ISR,100,1235.0,Advanced Economies,Advanced Economies
ITA,10,15070.0,Advanced Economies,Advanced Economies
ITA,20,27314.0,Advanced Economies,Advanced Economies
ITA,30,30140.0,Advanced Economies,Advanced Economies
ITA,40,26290.0,Advanced Economies,Advanced Economies
ITA,50,21591.0,Advanced Economies,Advanced Economies
ITA,60,24774.0,Advanced Economies,Advanced Economies
ITA,70,29330.0,Advanced Economies,Advanced Economies
ITA,80,51064.0,Advanced Economies,Advanced Economies
ITA,90,36087.0,Advanced Economies,Advanced Economies
ITA,100,39060.0,Advanced Economies,Advanced Economies
JAM,10,450.0,Emerging Market Economies,Latin America and the Caribbean
JAM,20,1186.0,Emerging Market Economies,Latin America and the Caribbean
JAM,30,593.0,Emerging Market Economies,Latin America and the Caribbean
JAM,40,2023.0,Emerging Market Economies,Latin America and the Caribbean
JAM,50,787.0,Emerging Market Economies,Latin America and the Caribbean
JAM,60,627.0,Emerging Market Economies,Latin America and the Caribbean
JAM,70,1678.0,Emerging Market Economies,Latin America and the Caribbean
JAM,80,1200.0,Emerging Market Economies,Latin America and the Caribbean
JAM,90,737.0,Emerging Market Economies,Latin America and the Caribbean
JAM,100,1712.0,Emerging Market Economies,Latin America and the Caribbean
JPN,10,7258.0,Advanced Economies,Advanced Economies
JPN,20,15452.0,Advanced Economies,Advanced Economies
JPN,30,19834.0,Advanced Economies,Advanced Economies
JPN,40,26058.0,Advanced Economies,Advanced Economies
JPN,50,36753.0,Advanced Economies,Advanced Economies
JPN,60,40642.0,Advanced Economies,Advanced Economies
JPN,70,46343.0,Advanced Economies,Advanced Economies
JPN,80,51569.0,Advanced Economies,Advanced Economies
JPN,90,55310.0,Advanced Economies,Advanced Economies
JPN,100,72376.0,Advanced Economies,Advanced Economies
JOR,10,794.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,20,1232.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,30,1708.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,40,879.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,50,2266.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,60,2197.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,70,3353.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,80,5032.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,90,3040.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
JOR,100,68610.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
KAZ,10,69198.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,20,139995.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,30,150476.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,40,232879.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,50,137510.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,60,240781.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,70,335142.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,80,362443.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,90,385722.0,Emerging Market Economies,Caucasus and Central Asia
KAZ,100,676332.0,Emerging Market Economies,Caucasus and Central Asia
KEN,10,1563.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,20,5034.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,30,7822.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,40,10041.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,50,12840.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,60,16536.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,70,25429.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,80,53414.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,90,129494.0,Low Income Developing Countries,Sub-Sahara Africa
KEN,100,323765.0,Low Income Developing Countries,Sub-Sahara Africa
PRK,10,3904.0,,
PRK,20,6864.0,,
PRK,30,6843.0,,
PRK,40,8155.0,,
PRK,50,10443.0,,
PRK,60,12001.0,,
PRK,70,13300.0,,
PRK,80,15967.0,,
PRK,90,19258.0,,
PRK,100,25953.0,,
KOR,10,499.0,Advanced Economies,Advanced Economies
KOR,20,1018.0,Advanced Economies,Advanced Economies
KOR,30,1921.0,Advanced Economies,Advanced Economies
KOR,40,6630.0,Advanced Economies,Advanced Economies
KOR,50,8177.0,Advanced Economies,Advanced Economies
