iso3,year,gdp,income,region
CAN,2029.0,2048.7,Advanced Economies,Advanced Economies
CAN,2030.0,2080.45,Advanced Economies,Advanced Economies
CAN,Mean 10-Year GDP ($Bn),1934.591,Advanced Economies,Advanced Economies
CAN,GDP Growth Rate (%),0.19734683893988655,Advanced Economies,Advanced Economies
CHE,2021.0,779.73,Advanced Economies,Advanced Economies
CHE,2022.0,803.06,Advanced Economies,Advanced Economies
CHE,2023.0,814.48,Advanced Economies,Advanced Economies
CHE,2024.0,829.14,Advanced Economies,Advanced Economies
CHE,2025.0,839.09,Advanced Economies,Advanced Economies
CHE,2026.0,854.19,Advanced Economies,Advanced Economies
CHE,2027.0,869.56,Advanced Economies,Advanced Economies
CHE,2028.0,885.22,Advanced Economies,Advanced Economies
CHE,2029.0,901.15,Advanced Economies,Advanced Economies
CHE,2030.0,917.37,Advanced Economies,Advanced Economies
CHE,Mean 10-Year GDP ($Bn),849.299,Advanced Economies,Advanced Economies
CHE,GDP Growth Rate (%),0.17652264245315685,Advanced Economies,Advanced Economies
CHL,2021.0,280.63,Emerging Market Economies,Latin America and the Caribbean
CHL,2022.0,287.56,Emerging Market Economies,Latin America and the Caribbean
CHL,2023.0,292.96,Emerging Market Economies,Latin America and the Caribbean
CHL,2024.0,298.79,Emerging Market Economies,Latin America and the Caribbean
CHL,2025.0,305.59,Emerging Market Economies,Latin America and the Caribbean
CHL,2026.0,313.19,Emerging Market Economies,Latin America and the Caribbean
CHL,2027.0,320.99,Emerging Market Economies,Latin America and the Caribbean
CHL,2028.0,328.99,Emerging Market Economies,Latin America and the Caribbean
CHL,2029.0,337.18,Emerging Market Economies,Latin America and the Caribbean
CHL,2030.0,345.57,Emerging Market Economies,Latin America and the Caribbean
CHL,Mean 10-Year GDP ($Bn),311.145,Emerging Market Economies,Latin America and the Caribbean
CHL,GDP Growth Rate (%),0.23140790364536934,Emerging Market Economies,Latin America and the Caribbean
CHN,2021.0,16058.31,Emerging Market Economies,Emerging and Developing Asia
CHN,2022.0,16957.9,Emerging Market Economies,Emerging and Developing Asia
CHN,2023.0,17852.76,Emerging Market Economies,Emerging and Developing Asia
CHN,2024.0,18789.5,Emerging Market Economies,Emerging and Developing Asia
CHN,2025.0,19750.21,Emerging Market Economies,Emerging and Developing Asia
CHN,2026.0,20724.68,Emerging Market Economies,Emerging and Developing Asia
CHN,2027.0,21747.24,Emerging Market Economies,Emerging and Developing Asia
CHN,2028.0,22820.24,Emerging Market Economies,Emerging and Developing Asia
CHN,2029.0,23946.2,Emerging Market Economies,Emerging and Developing Asia
CHN,2030.0,25127.7,Emerging Market Economies,Emerging and Developing Asia
CHN,Mean 10-Year GDP ($Bn),20377.474,Emerging Market Economies,Emerging and Developing Asia
CHN,GDP Growth Rate (%),0.5647786099533514,Emerging Market Economies,Emerging and Developing Asia
CIV,2021.0,64.88,Low Income Developing Countries,Sub-Sahara Africa
CIV,2022.0,69.08,Low Income Developing Countries,Sub-Sahara Africa
CIV,2023.0,73.51,Low Income Developing Countries,Sub-Sahara Africa
CIV,2024.0,78.14,Low Income Developing Countries,Sub-Sahara Africa
CIV,2025.0,82.91,Low Income Developing Countries,Sub-Sahara Africa
CIV,2026.0,87.88,Low Income Developing Countries,Sub-Sahara Africa
CIV,2027.0,93.15,Low Income Developing Countries,Sub-Sahara Africa
CIV,2028.0,98.74,Low Income Developing Countries,Sub-Sahara Africa
CIV,2029.0,104.67,Low Income Developing Countries,Sub-Sahara Africa
CIV,2030.0,110.95,Low Income Developing Countries,Sub-Sahara Africa
CIV,Mean 10-Year GDP ($Bn),86.391,Low Income Developing Countries,Sub-Sahara Africa
CIV,GDP Growth Rate (%),0.7100801479654749,Low Income Developing Countries,Sub-Sahara Africa
CMR,2021.0,41.39,Low Income Developing Countries,Sub-Sahara Africa
CMR,2022.0,43.27,Low Income Developing Countries,Sub-Sahara Africa
CMR,2023.0,45.39,Low Income Developing Countries,Sub-Sahara Africa
CMR,2024.0,47.78,Low Income Developing Countries,Sub-Sahara Africa
CMR,2025.0,50.36,Low Income Developing Countries,Sub-Sahara Africa
CMR,2026.0,53.16,Low Income Developing Countries,Sub-Sahara Africa
CMR,2027.0,56.11,Low Income Developing Countries,Sub-Sahara Africa
CMR,2028.0,59.23,Low Income Developing Countries,Sub-Sahara Africa
CMR,2029.0,62.52,Low Income Developing Countries,Sub-Sahara Africa
CMR,2030.0,66.0,Low Income Developing Countries,Sub-Sahara Africa
CMR,Mean 10-Year GDP ($Bn),52.52100000000001,Low Income Developing Countries,Sub-Sahara Africa
CMR,GDP Growth Rate (%),0.5945880647499395,Low Income Developing Countries,Sub-Sahara Africa
COD,2021.0,51.08,Low Income Developing Countries,Sub-Sahara Africa
COD,2022.0,53.93,Low Income Developing Countries,Sub-Sahara Africa
COD,2023.0,57.5,Low Income Developing Countries,Sub-Sahara Africa
COD,2024.0,61.41,Low Income Developing Countries,Sub-Sahara Africa
COD,2025.0,65.52,Low Income Developing Countries,Sub-Sahara Africa
COD,2026.0,69.09,Low Income Developing Countries,Sub-Sahara Africa
COD,2027.0,72.85,Low Income Developing Countries,Sub-Sahara Africa
COD,2028.0,76.81,Low Income Developing Countries,Sub-Sahara Africa
COD,2029.0,81.0,Low Income Developing Countries,Sub-Sahara Africa
COD,2030.0,85.41,Low Income Developing Countries,Sub-Sahara Africa
COD,Mean 10-Year GDP ($Bn),67.46,Low Income Developing Countries,Sub-Sahara Africa
COD,GDP Growth Rate (%),0.6720830070477682,Low Income Developing Countries,Sub-Sahara Africa
COG,2021.0,10.31,Low Income Developing Countries,Sub-Sahara Africa
COG,2022.0,10.55,Low Income Developing Countries,Sub-Sahara Africa
COG,2023.0,10.86,Low Income Developing Countries,Sub-Sahara Africa
COG,2024.0,11.6,Low Income Developing Countries,Sub-Sahara Africa
COG,2025.0,11.81,Low Income Developing Countries,Sub-Sahara Africa
COG,2026.0,11.9,Low Income Developing Countries,Sub-Sahara Africa
COG,2027.0,11.99,Low Income Developing Countries,Sub-Sahara Africa
COG,2028.0,12.07,Low Income Developing Countries,Sub-Sahara Africa
COG,2029.0,12.16,Low Income Developing Countries,Sub-Sahara Africa
COG,2030.0,12.25,Low Income Developing Countries,Sub-Sahara Africa
COG,Mean 10-Year GDP ($Bn),11.55,Low Income Developing Countries,Sub-Sahara Africa
COG,GDP Growth Rate (%),0.1881668283220174,Low Income Developing Countries,Sub-Sahara Africa
COL,2021.0,292.21,Emerging Market Economies,Latin America and the Caribbean
COL,2022.0,303.42,Emerging Market Economies,Latin America and the Caribbean
COL,2023.0,313.3,Emerging Market Economies,Latin America and the Caribbean
COL,2024.0,323.98,Emerging Market Economies,Latin America and the Caribbean
COL,2025.0,335.14,Emerging Market Economies,Latin America and the Caribbean
COL,2026.0,346.87,Emerging Market Economies,Latin America and the Caribbean
COL,2027.0,359.01,Emerging Market Economies,Latin America and the Caribbean
COL,2028.0,371.58,Emerging Market Economies,Latin America and the Caribbean
COL,2029.0,384.58,Emerging Market Economies,Latin America and the Caribbean
COL,2030.0,398.04,Emerging Market Economies,Latin America and the Caribbean
COL,Mean 10-Year GDP ($Bn),342.813,Emerging Market Economies,Latin America and the Caribbean
COL,GDP Growth Rate (%),0.36217104137435424,Emerging Market Economies,Latin America and the Caribbean
COM,2021.0,1.24,Low Income Developing Countries,Sub-Sahara Africa
COM,2022.0,1.28,Low Income Developing Countries,Sub-Sahara Africa
COM,2023.0,1.33,Low Income Developing Countries,Sub-Sahara Africa
COM,2024.0,1.38,Low Income Developing Countries,Sub-Sahara Africa
COM,2025.0,1.44,Low Income Developing Countries,Sub-Sahara Africa
COM,2026.0,1.5,Low Income Developing Countries,Sub-Sahara Africa
COM,2027.0,1.57,Low Income Developing Countries,Sub-Sahara Africa
COM,2028.0,1.64,Low Income Developing Countries,Sub-Sahara Africa
COM,2029.0,1.71,Low Income Developing Countries,Sub-Sahara Africa
COM,2030.0,1.79,Low Income Developing Countries,Sub-Sahara Africa
COM,Mean 10-Year GDP ($Bn),1.4879999999999998,Low Income Developing Countries,Sub-Sahara Africa
COM,GDP Growth Rate (%),0.44354838709677424,Low Income Developing Countries,Sub-Sahara Africa
CPV,2021.0,1.78,Emerging Market Economies,Sub-Sahara Africa
CPV,2022.0,1.89,Emerging Market Economies,Sub-Sahara Africa
CPV,2023.0,2.01,Emerging Market Economies,Sub-Sahara Africa
CPV,2024.0,2.13,Emerging Market Economies,Sub-Sahara Africa
CPV,2025.0,2.26,Emerging Market Economies,Sub-Sahara Africa
CPV,2026.0,2.4,Emerging Market Economies,Sub-Sahara Africa
CPV,2027.0,2.55,Emerging Market Economies,Sub-Sahara Africa
CPV,2028.0,2.71,Emerging Market Economies,Sub-Sahara Africa
CPV,2029.0,2.87,Emerging Market Economies,Sub-Sahara Africa
CPV,2030.0,3.05,Emerging Market Economies,Sub-Sahara Africa
CPV,Mean 10-Year GDP ($Bn),2.3650000000000007,Emerging Market Economies,Sub-Sahara Africa
CPV,GDP Growth Rate (%),0.7134831460674156,Emerging Market Economies,Sub-Sahara Africa
CRI,2021.0,64.24,Emerging Market Economies,Latin America and the Caribbean
CRI,2022.0,66.49,Emerging Market Economies,Latin America and the Caribbean
CRI,2023.0,68.55,Emerging Market Economies,Latin America and the Caribbean
CRI,2024.0,70.68,Emerging Market Economies,Latin America and the Caribbean
CRI,2025.0,72.94,Emerging Market Economies,Latin America and the Caribbean
CRI,2026.0,75.35,Emerging Market Economies,Latin America and the Caribbean
CRI,2027.0,77.83,Emerging Market Economies,Latin America and the Caribbean
CRI,2028.0,80.4,Emerging Market Economies,Latin America and the Caribbean
CRI,2029.0,83.06,Emerging Market Economies,Latin America and the Caribbean
CRI,2030.0,85.8,Emerging Market Economies,Latin America and the Caribbean
CRI,Mean 10-Year GDP ($Bn),74.53399999999999,Emerging Market Economies,Latin America and the Caribbean
CRI,GDP Growth Rate (%),0.33561643835616445,Emerging Market Economies,Latin America and the Caribbean
CYP,2021.0,24.92,Advanced Economies,Advanced Economies
CYP,2022.0,25.8,Advanced Economies,Advanced Economies
CYP,2023.0,26.63,Advanced Economies,Advanced Economies
CYP,2024.0,27.37,Advanced Economies,Advanced Economies
CYP,2025.0,28.1,Advanced Economies,Advanced Economies
CYP,2026.0,28.83,Advanced Economies,Advanced Economies
CYP,2027.0,29.58,Advanced Economies,Advanced Economies
CYP,2028.0,30.35,Advanced Economies,Advanced Economies
CYP,2029.0,31.13,Advanced Economies,Advanced Economies
CYP,2030.0,31.94,Advanced Economies,Advanced Economies
CYP,Mean 10-Year GDP ($Bn),28.465,Advanced Economies,Advanced Economies
CYP,GDP Growth Rate (%),0.2817014446227929,Advanced Economies,Advanced Economies
CZE,2021.0,254.64,Advanced Economies,Advanced Economies
CZE,2022.0,266.07,Advanced Economies,Advanced Economies
CZE,2023.0,277.05,Advanced Economies,Advanced Economies
CZE,2024.0,286.94,Advanced Economies,Advanced Economies
CZE,2025.0,296.0,Advanced Economies,Advanced Economies
CZE,2026.0,303.4,Advanced Economies,Advanced Economies
CZE,2027.0,310.99,Advanced Economies,Advanced Economies
CZE,2028.0,318.76,Advanced Economies,Advanced Economies
CZE,2029.0,326.73,Advanced Economies,Advanced Economies
CZE,2030.0,334.9,Advanced Economies,Advanced Economies
CZE,Mean 10-Year GDP ($Bn),297.548,Advanced Economies,Advanced Economies
CZE,GDP Growth Rate (%),0.31519007225887524,Advanced Economies,Advanced Economies
DEU,2021.0,3960.6,Advanced Economies,Advanced Economies
DEU,2022.0,4141.2,Advanced Economies,Advanced Economies
DEU,2023.0,4207.05,Advanced Economies,Advanced Economies
DEU,2024.0,4264.69,Advanced Economies,Advanced Economies
DEU,2025.0,4313.73,Advanced Economies,Advanced Economies
DEU,2026.0,4362.13,Advanced Economies,Advanced Economies
DEU,2027.0,4411.07,Advanced Economies,Advanced Economies
DEU,2028.0,4460.56,Advanced Economies,Advanced Economies
DEU,2029.0,4510.61,Advanced Economies,Advanced Economies
DEU,2030.0,4561.22,Advanced Economies,Advanced Economies
DEU,Mean 10-Year GDP ($Bn),4319.286,Advanced Economies,Advanced Economies
DEU,GDP Growth Rate (%),0.15164874008988546,Advanced Economies,Advanced Economies
DJI,2021.0,3.61,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,2022.0,3.81,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,2023.0,4.04,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,2024.0,4.28,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,2025.0,4.54,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,2026.0,4.81,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,2027.0,5.1,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,2028.0,5.41,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,2029.0,5.73,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,2030.0,6.07,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,Mean 10-Year GDP ($Bn),4.74,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DJI,GDP Growth Rate (%),0.6814404432132966,Low Income Developing Countries,"Middle East, North Africa, Afghanistan, and Pakistan"
DMA,2021.0,0.56,Emerging Market Economies,Latin America and the Caribbean
DMA,2022.0,0.61,Emerging Market Economies,Latin America and the Caribbean
DMA,2023.0,0.64,Emerging Market Economies,Latin America and the Caribbean
DMA,2024.0,0.67,Emerging Market Economies,Latin America and the Caribbean
DMA,2025.0,0.7,Emerging Market Economies,Latin America and the Caribbean
DMA,2026.0,0.72,Emerging Market Economies,Latin America and the Caribbean
DMA,2027.0,0.74,Emerging Market Economies,Latin America and the Caribbean
DMA,2028.0,0.76,Emerging Market Economies,Latin America and the Caribbean
DMA,2029.0,0.78,Emerging Market Economies,Latin America and the Caribbean
DMA,2030.0,0.8,Emerging Market Economies,Latin America and the Caribbean
DMA,Mean 10-Year GDP ($Bn),0.698,Emerging Market Economies,Latin America and the Caribbean
DMA,GDP Growth Rate (%),0.4285714285714285,Emerging Market Economies,Latin America and the Caribbean
DNK,2021.0,369.62,Advanced Economies,Advanced Economies
DNK,2022.0,380.7,Advanced Economies,Advanced Economies
DNK,2023.0,387.94,Advanced Economies,Advanced Economies
DNK,2024.0,394.92,Advanced Economies,Advanced Economies
DNK,2025.0,402.03,Advanced Economies,Advanced Economies
DNK,2026.0,409.27,Advanced Economies,Advanced Economies
DNK,2027.0,416.63,Advanced Economies,Advanced Economies
DNK,2028.0,424.13,Advanced Economies,Advanced Economies
DNK,2029.0,431.77,Advanced Economies,Advanced Economies
DNK,2030.0,439.54,Advanced Economies,Advanced Economies
DNK,Mean 10-Year GDP ($Bn),405.655,Advanced Economies,Advanced Economies
DNK,GDP Growth Rate (%),0.18916725285428282,Advanced Economies,Advanced Economies
DOM,2021.0,86.44,Emerging Market Economies,Latin America and the Caribbean
DOM,2022.0,91.19,Emerging Market Economies,Latin America and the Caribbean
DOM,2023.0,95.78,Emerging Market Economies,Latin America and the Caribbean
DOM,2024.0,100.55,Emerging Market Economies,Latin America and the Caribbean
DOM,2025.0,105.55,Emerging Market Economies,Latin America and the Caribbean
DOM,2026.0,110.78,Emerging Market Economies,Latin America and the Caribbean
DOM,2027.0,116.26,Emerging Market Economies,Latin America and the Caribbean
DOM,2028.0,122.02,Emerging Market Economies,Latin America and the Caribbean
DOM,2029.0,128.06,Emerging Market Economies,Latin America and the Caribbean
DOM,2030.0,134.4,Emerging Market Economies,Latin America and the Caribbean
DOM,Mean 10-Year GDP ($Bn),109.103,Emerging Market Economies,Latin America and the Caribbean
DOM,GDP Growth Rate (%),0.5548357242017585,Emerging Market Economies,Latin America and the Caribbean
DZA,2021.0,152.63,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,2022.0,155.6,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,2023.0,158.26,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,2024.0,159.55,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,2025.0,159.74,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,2026.0,159.95,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,2027.0,160.16,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,2028.0,160.38,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,2029.0,160.59,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,2030.0,160.8,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,Mean 10-Year GDP ($Bn),158.76599999999996,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
DZA,GDP Growth Rate (%),0.053528139946275415,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ECU,2021.0,101.57,Emerging Market Economies,Latin America and the Caribbean
ECU,2022.0,105.13,Emerging Market Economies,Latin America and the Caribbean
ECU,2023.0,107.79,Emerging Market Economies,Latin America and the Caribbean
ECU,2024.0,110.58,Emerging Market Economies,Latin America and the Caribbean
ECU,2025.0,113.63,Emerging Market Economies,Latin America and the Caribbean
ECU,2026.0,116.76,Emerging Market Economies,Latin America and the Caribbean
ECU,2027.0,119.97,Emerging Market Economies,Latin America and the Caribbean
ECU,2028.0,123.27,Emerging Market Economies,Latin America and the Caribbean
ECU,2029.0,126.67,Emerging Market Economies,Latin America and the Caribbean
ECU,2030.0,130.15,Emerging Market Economies,Latin America and the Caribbean
ECU,Mean 10-Year GDP ($Bn),115.55200000000004,Emerging Market Economies,Latin America and the Caribbean
ECU,GDP Growth Rate (%),0.2813822979226151,Emerging Market Economies,Latin America and the Caribbean
EGY,2021.0,375.35,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,2022.0,394.94,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,2023.0,417.16,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,2024.0,441.04,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,2025.0,466.48,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,2026.0,493.43,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,2027.0,521.93,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,2028.0,552.07,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,2029.0,583.96,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,2030.0,617.69,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,Mean 10-Year GDP ($Bn),486.40500000000014,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
EGY,GDP Growth Rate (%),0.645637405088584,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ERI,2021.0,2.14,Low Income Developing Countries,Sub-Sahara Africa
ERI,2022.0,2.25,Low Income Developing Countries,Sub-Sahara Africa
ERI,2023.0,2.33,Low Income Developing Countries,Sub-Sahara Africa
ERI,2024.0,2.42,Low Income Developing Countries,Sub-Sahara Africa
ERI,2025.0,2.52,Low Income Developing Countries,Sub-Sahara Africa
ERI,2026.0,2.61,Low Income Developing Countries,Sub-Sahara Africa
ERI,2027.0,2.72,Low Income Developing Countries,Sub-Sahara Africa
ERI,2028.0,2.82,Low Income Developing Countries,Sub-Sahara Africa
ERI,2029.0,2.93,Low Income Developing Countries,Sub-Sahara Africa
ERI,2030.0,3.05,Low Income Developing Countries,Sub-Sahara Africa
ERI,Mean 10-Year GDP ($Bn),2.579,Low Income Developing Countries,Sub-Sahara Africa
ERI,GDP Growth Rate (%),0.4252336448598129,Low Income Developing Countries,Sub-Sahara Africa
ESP,2021.0,1353.92,Advanced Economies,Advanced Economies
ESP,2022.0,1440.37,Advanced Economies,Advanced Economies
ESP,2023.0,1478.15,Advanced Economies,Advanced Economies
ESP,2024.0,1507.15,Advanced Economies,Advanced Economies
ESP,2025.0,1530.86,Advanced Economies,Advanced Economies
ESP,2026.0,1553.94,Advanced Economies,Advanced Economies
ESP,2027.0,1577.38,Advanced Economies,Advanced Economies
ESP,2028.0,1601.16,Advanced Economies,Advanced Economies
ESP,2029.0,1625.31,Advanced Economies,Advanced Economies
ESP,2030.0,1649.82,Advanced Economies,Advanced Economies
ESP,Mean 10-Year GDP ($Bn),1531.806,Advanced Economies,Advanced Economies
ESP,GDP Growth Rate (%),0.21855057905932393,Advanced Economies,Advanced Economies
EST,2021.0,33.23,Advanced Economies,Advanced Economies
EST,2022.0,34.62,Advanced Economies,Advanced Economies
EST,2023.0,35.91,Advanced Economies,Advanced Economies
EST,2024.0,37.13,Advanced Economies,Advanced Economies
EST,2025.0,38.31,Advanced Economies,Advanced Economies
EST,2026.0,39.54,Advanced Economies,Advanced Economies
EST,2027.0,40.81,Advanced Economies,Advanced Economies
EST,2028.0,42.11,Advanced Economies,Advanced Economies
EST,2029.0,43.46,Advanced Economies,Advanced Economies
EST,2030.0,44.85,Advanced Economies,Advanced Economies
EST,Mean 10-Year GDP ($Bn),38.997,Advanced Economies,Advanced Economies
EST,GDP Growth Rate (%),0.34968402046343683,Advanced Economies,Advanced Economies
ETH,2021.0,98.53,Low Income Developing Countries,Sub-Sahara Africa
ETH,2022.0,100.49,Low Income Developing Countries,Sub-Sahara Africa
ETH,2023.0,102.49,Low Income Developing Countries,Sub-Sahara Africa
ETH,2024.0,104.53,Low Income Developing Countries,Sub-Sahara Africa
ETH,2025.0,106.61,Low Income Developing Countries,Sub-Sahara Africa
ETH,2026.0,108.73,Low Income Developing Countries,Sub-Sahara Africa
ETH,2027.0,110.89,Low Income Developing Countries,Sub-Sahara Africa
ETH,2028.0,113.1,Low Income Developing Countries,Sub-Sahara Africa
ETH,2029.0,115.35,Low Income Developing Countries,Sub-Sahara Africa
ETH,2030.0,117.64,Low Income Developing Countries,Sub-Sahara Africa
ETH,Mean 10-Year GDP ($Bn),107.83600000000001,Low Income Developing Countries,Sub-Sahara Africa
ETH,GDP Growth Rate (%),0.19395108088906932,Low Income Developing Countries,Sub-Sahara Africa
FIN,2021.0,277.57,Advanced Economies,Advanced Economies
FIN,2022.0,285.8,Advanced Economies,Advanced Economies
FIN,2023.0,290.22,Advanced Economies,Advanced Economies
FIN,2024.0,293.97,Advanced Economies,Advanced Economies
FIN,2025.0,297.73,Advanced Economies,Advanced Economies
FIN,2026.0,301.56,Advanced Economies,Advanced Economies
FIN,2027.0,305.44,Advanced Economies,Advanced Economies
FIN,2028.0,309.36,Advanced Economies,Advanced Economies
FIN,2029.0,313.34,Advanced Economies,Advanced Economies
FIN,2030.0,317.36,Advanced Economies,Advanced Economies
FIN,Mean 10-Year GDP ($Bn),299.23500000000007,Advanced Economies,Advanced Economies
FIN,GDP Growth Rate (%),0.14335122671758482,Advanced Economies,Advanced Economies
FJI,2021.0,4.31,Emerging Market Economies,Emerging and Developing Asia
FJI,2022.0,4.58,Emerging Market Economies,Emerging and Developing Asia
FJI,2023.0,4.96,Emerging Market Economies,Emerging and Developing Asia
FJI,2024.0,5.28,Emerging Market Economies,Emerging and Developing Asia
FJI,2025.0,5.52,Emerging Market Economies,Emerging and Developing Asia
FJI,2026.0,5.7,Emerging Market Economies,Emerging and Developing Asia
FJI,2027.0,5.89,Emerging Market Economies,Emerging and Developing Asia
FJI,2028.0,6.09,Emerging Market Economies,Emerging and Developing Asia
FJI,2029.0,6.3,Emerging Market Economies,Emerging and Developing Asia
FJI,2030.0,6.51,Emerging Market Economies,Emerging and Developing Asia
FJI,Mean 10-Year GDP ($Bn),5.513999999999999,Emerging Market Economies,Emerging and Developing Asia
FJI,GDP Growth Rate (%),0.5104408352668214,Emerging Market Economies,Emerging and Developing Asia
FRA,2021.0,2789.57,Advanced Economies,Advanced Economies
FRA,2022.0,2899.23,Advanced Economies,Advanced Economies
FRA,2023.0,2952.09,Advanced Economies,Advanced Economies
FRA,2024.0,2996.13,Advanced Economies,Advanced Economies
FRA,2025.0,3037.9,Advanced Economies,Advanced Economies
FRA,2026.0,3079.73,Advanced Economies,Advanced Economies
FRA,2027.0,3122.14,Advanced Economies,Advanced Economies
FRA,2028.0,3165.13,Advanced Economies,Advanced Economies
FRA,2029.0,3208.71,Advanced Economies,Advanced Economies
FRA,2030.0,3252.9,Advanced Economies,Advanced Economies
FRA,Mean 10-Year GDP ($Bn),3050.3530000000005,Advanced Economies,Advanced Economies
FRA,GDP Growth Rate (%),0.16609369902888255,Advanced Economies,Advanced Economies
FSM,2021.0,0.39,Emerging Market Economies,Emerging and Developing Asia
FSM,2022.0,0.4,Emerging Market Economies,Emerging and Developing Asia
FSM,2023.0,0.41,Emerging Market Economies,Emerging and Developing Asia
FSM,2024.0,0.42,Emerging Market Economies,Emerging and Developing Asia
FSM,2025.0,0.42,Emerging Market Economies,Emerging and Developing Asia
FSM,2026.0,0.42,Emerging Market Economies,Emerging and Developing Asia
FSM,2027.0,0.43,Emerging Market Economies,Emerging and Developing Asia
FSM,2028.0,0.43,Emerging Market Economies,Emerging and Developing Asia
FSM,2029.0,0.43,Emerging Market Economies,Emerging and Developing Asia
FSM,2030.0,0.43,Emerging Market Economies,Emerging and Developing Asia
FSM,Mean 10-Year GDP ($Bn),0.41800000000000004,Emerging Market Economies,Emerging and Developing Asia
FSM,GDP Growth Rate (%),0.1025641025641025,Emerging Market Economies,Emerging and Developing Asia
GAB,2021.0,15.57,Emerging Market Economies,Sub-Sahara Africa
GAB,2022.0,16.17,Emerging Market Economies,Sub-Sahara Africa
GAB,2023.0,16.69,Emerging Market Economies,Sub-Sahara Africa
GAB,2024.0,17.26,Emerging Market Economies,Sub-Sahara Africa
GAB,2025.0,17.85,Emerging Market Economies,Sub-Sahara Africa
GAB,2026.0,18.47,Emerging Market Economies,Sub-Sahara Africa
GAB,2027.0,19.12,Emerging Market Economies,Sub-Sahara Africa
GAB,2028.0,19.79,Emerging Market Economies,Sub-Sahara Africa
GAB,2029.0,20.49,Emerging Market Economies,Sub-Sahara Africa
GAB,2030.0,21.21,Emerging Market Economies,Sub-Sahara Africa
GAB,Mean 10-Year GDP ($Bn),18.262000000000004,Emerging Market Economies,Sub-Sahara Africa
GAB,GDP Growth Rate (%),0.3622350674373796,Emerging Market Economies,Sub-Sahara Africa
GBR,2021.0,2892.94,Advanced Economies,Advanced Economies
GBR,2022.0,3037.96,Advanced Economies,Advanced Economies
GBR,2023.0,3096.32,Advanced Economies,Advanced Economies
GBR,2024.0,3146.48,Advanced Economies,Advanced Economies
GBR,2025.0,3194.02,Advanced Economies,Advanced Economies
GBR,2026.0,3241.96,Advanced Economies,Advanced Economies
GBR,2027.0,3290.63,Advanced Economies,Advanced Economies
GBR,2028.0,3340.02,Advanced Economies,Advanced Economies
GBR,2029.0,3390.15,Advanced Economies,Advanced Economies
GBR,2030.0,3441.04,Advanced Economies,Advanced Economies
GBR,Mean 10-Year GDP ($Bn),3207.1520000000005,Advanced Economies,Advanced Economies
GBR,GDP Growth Rate (%),0.1894612401225051,Advanced Economies,Advanced Economies
GEO,2021.0,17.11,Emerging Market Economies,Caucasus and Central Asia
GEO,2022.0,18.1,Emerging Market Economies,Caucasus and Central Asia
GEO,2023.0,19.09,Emerging Market Economies,Caucasus and Central Asia
GEO,2024.0,20.1,Emerging Market Economies,Caucasus and Central Asia
