"","income_group","region","decile","value"
"433","Low Income Developing Countries","Sub-Sahara Africa","3",2.245141
"434","Emerging Market Economies","Emerging and Developing Asia","3",2.95602
"435","Low Income Developing Countries","Sub-Sahara Africa","3",2.532343
"436","Advanced Economies","Advanced Economies","3",0.058352
"437","Emerging Market Economies","Sub-Sahara Africa","3",0.107593
"438","Emerging Market Economies","Latin America and the Caribbean","3",11.154338
"439","Low Income Developing Countries","Emerging and Developing Europe","3",0.328447
"440","Emerging Market Economies","Emerging and Developing Asia","3",0.104185
"441","Emerging Market Economies","Emerging and Developing Europe","3",0.064857
"442","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",4.559746
"443","Low Income Developing Countries","Sub-Sahara Africa","3",4.266187
"444","Low Income Developing Countries","Emerging and Developing Asia","3",6.717422
"445","Emerging Market Economies","Sub-Sahara Africa","3",0.287277
"446","Low Income Developing Countries","Emerging and Developing Asia","3",3.336762
"447","Advanced Economies","Advanced Economies","3",2.078134
"448","Advanced Economies","Advanced Economies","3",0.501049
"449","Low Income Developing Countries","Latin America and the Caribbean","3",0.973995
"450","Low Income Developing Countries","Sub-Sahara Africa","3",4.01448
"451","Low Income Developing Countries","Sub-Sahara Africa","3",21.047136
"452","Advanced Economies","Advanced Economies","3",0.491327
"453","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",0.469974
"454","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",33.09628
"455","Emerging Market Economies","Latin America and the Caribbean","3",0.218981
"456","Low Income Developing Countries","Emerging and Developing Asia","3",0.881703
"457","Emerging Market Economies","Latin America and the Caribbean","3",0.434617
"458","Emerging Market Economies","Latin America and the Caribbean","3",2.401502
"459","Emerging Market Economies","Emerging and Developing Asia","3",10.942257
"460","Emerging Market Economies","Emerging and Developing Europe","3",4.923713
"461","Advanced Economies","Advanced Economies","3",1.20304
"462","Advanced Economies","Advanced Economies","3",0.422012
"463","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",0
"464","Emerging Market Economies","Emerging and Developing Europe","3",1.352629
"465","Emerging Market Economies","Emerging and Developing Europe","3",21.632187
"466","Low Income Developing Countries","Sub-Sahara Africa","3",1.267744
"467","Emerging Market Economies","Emerging and Developing Asia","3",0.016897
"468","Advanced Economies","Advanced Economies","3",0.003348
"469","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",1.650793
"470","Low Income Developing Countries","Sub-Sahara Africa","3",1.977716
"471","Emerging Market Economies","Emerging and Developing Europe","3",1.001067
"472","Emerging Market Economies","Sub-Sahara Africa","3",0.013873
"473","Low Income Developing Countries","Sub-Sahara Africa","3",0.512447
"474","Advanced Economies","Advanced Economies","3",0.910042
"475","Advanced Economies","Advanced Economies","3",0.593349
"476","Advanced Economies","Advanced Economies","3",0.241243
"477","Low Income Developing Countries","Emerging and Developing Asia","3",0.082835
"478","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","3",1.315764
"479","Emerging Market Economies","Sub-Sahara Africa","3",6.238893
"480","Low Income Developing Countries","Sub-Sahara Africa","3",1.801064
"481","Advanced Economies","Advanced Economies","3",7.143213
"482","Emerging Market Economies","Emerging and Developing Asia","3",2.139189
"483","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","3",5.445401
"484","Emerging Market Economies","Latin America and the Caribbean","3",0.123012
"485","Advanced Economies","Advanced Economies","3",1.438447
"486","Advanced Economies","Advanced Economies","3",0.984404
"487","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",2.274829
"488","Advanced Economies","Advanced Economies","3",7.399253
"489","Low Income Developing Countries","Caucasus and Central Asia","3",1.59446
"490","Low Income Developing Countries","Sub-Sahara Africa","3",6.255961
"491","Emerging Market Economies","Emerging and Developing Asia","3",7.028613
"492","Low Income Developing Countries","Emerging and Developing Asia","3",0.113534
"493","Low Income Developing Countries","Sub-Sahara Africa","3",1.165709
"494","Emerging Market Economies","Emerging and Developing Asia","3",0.011823
"495","Emerging Market Economies","Latin America and the Caribbean","3",0.203428
"496","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",1.656739
"497","Emerging Market Economies","Emerging and Developing Europe","3",7.32922
"498","Emerging Market Economies","Caucasus and Central Asia","3",2.015959
"499","Low Income Developing Countries","Sub-Sahara Africa","3",5.251859
"500","Emerging Market Economies","Emerging and Developing Europe","3",6.157127
"501","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",1.342065
"502","Advanced Economies","Advanced Economies","3",8.555565
"503","Advanced Economies","Advanced Economies","3",30.016894
"504","Emerging Market Economies","Latin America and the Caribbean","3",0.16163
"505","Low Income Developing Countries","Caucasus and Central Asia","3",4.425271
"506","Emerging Market Economies","Emerging and Developing Asia","3",0.016013
"507","Emerging Market Economies","Latin America and the Caribbean","3",2.982118
"508","Low Income Developing Countries","Emerging and Developing Asia","3",11.946011
"509","Low Income Developing Countries","Sub-Sahara Africa","3",1.677375
"510","Low Income Developing Countries","Sub-Sahara Africa","3",1.272816
"511","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","4",2.540871
"512","Emerging Market Economies","Emerging and Developing Europe","4",0.305196
"513","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",3.260085
"514","Emerging Market Economies","Sub-Sahara Africa","4",2.025377
"515","Emerging Market Economies","Latin America and the Caribbean","4",3.796975
"516","Emerging Market Economies","Caucasus and Central Asia","4",0.212401
"517","Advanced Economies","Advanced Economies","4",1.959489
"518","Advanced Economies","Advanced Economies","4",0.505952
"519","Emerging Market Economies","Caucasus and Central Asia","4",0.80055
"520","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0
"521","Low Income Developing Countries","Emerging and Developing Asia","4",19.358557
"522","Emerging Market Economies","Latin America and the Caribbean","4",0.037264
"523","Emerging Market Economies","Emerging and Developing Europe","4",0.416965
"524","Advanced Economies","Advanced Economies","4",1.36479
"525","Emerging Market Economies","Latin America and the Caribbean","4",0
"526","Low Income Developing Countries","Sub-Sahara Africa","4",1.060272
"527","Low Income Developing Countries","Emerging and Developing Asia","4",0.072835
"528","Emerging Market Economies","Latin America and the Caribbean","4",0.497856
"529","Emerging Market Economies","Emerging and Developing Europe","4",0.24638
"530","Emerging Market Economies","Sub-Sahara Africa","4",0.288706
"531","Emerging Market Economies","Latin America and the Caribbean","4",11.277933
"532","Emerging Market Economies","Emerging and Developing Asia","4",0.039361
"533","Emerging Market Economies","Emerging and Developing Europe","4",0.408538
"534","Low Income Developing Countries","Sub-Sahara Africa","4",1.472016
"535","Low Income Developing Countries","Sub-Sahara Africa","4",1.309449
"536","Emerging Market Economies","Sub-Sahara Africa","4",0.038816
"537","Low Income Developing Countries","Emerging and Developing Asia","4",1.947352
"538","Low Income Developing Countries","Sub-Sahara Africa","4",2.074836
"539","Advanced Economies","Advanced Economies","4",1.932225
"540","Low Income Developing Countries","Sub-Sahara Africa","4",1.5697
"541","Emerging Market Economies","Latin America and the Caribbean","4",1.743486
"542","Emerging Market Economies","Emerging and Developing Asia","4",171.519677
"543","Emerging Market Economies","Latin America and the Caribbean","4",3.095246
"544","Low Income Developing Countries","Sub-Sahara Africa","4",12.102929
"545","Low Income Developing Countries","Sub-Sahara Africa","4",0.211451
"546","Emerging Market Economies","Latin America and the Caribbean","4",0.396716
"547","Low Income Developing Countries","Sub-Sahara Africa","4",1.855783
"548","Emerging Market Economies","Emerging and Developing Europe","4",0.299884
"549","Advanced Economies","Advanced Economies","4",0
"550","Advanced Economies","Advanced Economies","4",1.509782
"551","Advanced Economies","Advanced Economies","4",0.803524
"552","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","4",0.049501
"553","Emerging Market Economies","Latin America and the Caribbean","4",0.001649
"554","Emerging Market Economies","Latin America and the Caribbean","4",0.769159
"555","Emerging Market Economies","Latin America and the Caribbean","4",0.945177
"556","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",12.781266
"557","Emerging Market Economies","Latin America and the Caribbean","4",0.434423
"558","Advanced Economies","Advanced Economies","4",0.07196
"559","Emerging Market Economies","Sub-Sahara Africa","4",0.092256
"560","Low Income Developing Countries","Sub-Sahara Africa","4",12.841799
"561","Emerging Market Economies","Emerging and Developing Asia","4",0.055852
"562","Advanced Economies","Advanced Economies","4",0.389436
"563","Advanced Economies","Advanced Economies","4",6.802753
"564","Emerging Market Economies","Sub-Sahara Africa","4",0.141752
"565","Low Income Developing Countries","Sub-Sahara Africa","4",0.220615
"566","Emerging Market Economies","Caucasus and Central Asia","4",0.333539
"567","Advanced Economies","Advanced Economies","4",7.867438
"568","Low Income Developing Countries","Sub-Sahara Africa","4",2.432769
"569","Advanced Economies","Advanced Economies","4",0.924023
"570","Emerging Market Economies","Latin America and the Caribbean","4",0.024289
"571","Emerging Market Economies","Latin America and the Caribbean","4",1.652215
"572","Low Income Developing Countries","Sub-Sahara Africa","4",1.983434
"573","Emerging Market Economies","Latin America and the Caribbean","4",0.085288
"574","Low Income Developing Countries","Latin America and the Caribbean","4",1.28152
"575","Low Income Developing Countries","Latin America and the Caribbean","4",0.637243
"576","Advanced Economies","Advanced Economies","4",0.2295
"577","Emerging Market Economies","Emerging and Developing Europe","4",0.798613
"578","Advanced Economies","Advanced Economies","4",0.006196
"579","Emerging Market Economies","Emerging and Developing Asia","4",134.55543
"580","Emerging Market Economies","Emerging and Developing Asia","4",30.070155
"581","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",7.153194
"582","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",4.311562
"583","Advanced Economies","Advanced Economies","4",0.246516
"584","Advanced Economies","Advanced Economies","4",2.412443
"585","Advanced Economies","Advanced Economies","4",6.219847
"586","Emerging Market Economies","Latin America and the Caribbean","4",0.445152
"587","Advanced Economies","Advanced Economies","4",11.28113
"588","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.297918
"589","Emerging Market Economies","Caucasus and Central Asia","4",1.065944
"590","Low Income Developing Countries","Sub-Sahara Africa","4",5.35685
"591","Advanced Economies","Advanced Economies","4",11.462091
"592","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0
"593","Low Income Developing Countries","Caucasus and Central Asia","4",0.695533
"594","Low Income Developing Countries","Emerging and Developing Asia","4",0.653022
"595","Advanced Economies","Advanced Economies","4",0.122095
"596","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",1.167873
"597","Low Income Developing Countries","Sub-Sahara Africa","4",0.173406
"598","Low Income Developing Countries","Sub-Sahara Africa","4",0.27208
"599","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.602458
"600","Advanced Economies","Advanced Economies","4",0.175161
"601","Advanced Economies","Advanced Economies","4",0.033225
"602","Low Income Developing Countries","Sub-Sahara Africa","4",2.380385
"603","Low Income Developing Countries","Sub-Sahara Africa","4",2.12274
"604","Emerging Market Economies","Emerging and Developing Asia","4",2.923467
"605","Low Income Developing Countries","Sub-Sahara Africa","4",1.802208
"606","Advanced Economies","Advanced Economies","4",0.035012
"607","Emerging Market Economies","Sub-Sahara Africa","4",0.141527
"608","Emerging Market Economies","Latin America and the Caribbean","4",10.356042
"609","Low Income Developing Countries","Emerging and Developing Europe","4",0.431374
"610","Emerging Market Economies","Emerging and Developing Asia","4",0.110403
"611","Emerging Market Economies","Emerging and Developing Europe","4",0.042632
"612","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",4.280753
"613","Low Income Developing Countries","Sub-Sahara Africa","4",3.38488
"614","Low Income Developing Countries","Emerging and Developing Asia","4",6.387211
"615","Emerging Market Economies","Sub-Sahara Africa","4",0.154986
"616","Low Income Developing Countries","Emerging and Developing Asia","4",5.321232
"617","Advanced Economies","Advanced Economies","4",1.24007
"618","Advanced Economies","Advanced Economies","4",0.301345
"619","Low Income Developing Countries","Latin America and the Caribbean","4",0.394763
"620","Low Income Developing Countries","Sub-Sahara Africa","4",1.741787
"621","Low Income Developing Countries","Sub-Sahara Africa","4",19.40731
"622","Advanced Economies","Advanced Economies","4",0.331304
"623","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.3079
"624","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",23.367983
"625","Emerging Market Economies","Latin America and the Caribbean","4",0.198964
"626","Low Income Developing Countries","Emerging and Developing Asia","4",1.229082
"627","Emerging Market Economies","Latin America and the Caribbean","4",0.378747
"628","Emerging Market Economies","Latin America and the Caribbean","4",2.197699
"629","Emerging Market Economies","Emerging and Developing Asia","4",7.971031
"630","Emerging Market Economies","Emerging and Developing Europe","4",4.148315
"631","Advanced Economies","Advanced Economies","4",0.814765
"632","Advanced Economies","Advanced Economies","4",0.272647
"633","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.827197
"634","Emerging Market Economies","Emerging and Developing Europe","4",1.298283
"635","Emerging Market Economies","Emerging and Developing Europe","4",11.678315
"636","Low Income Developing Countries","Sub-Sahara Africa","4",1.127232
"637","Emerging Market Economies","Emerging and Developing Asia","4",0.010761
"638","Advanced Economies","Advanced Economies","4",0.002406
"639","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",2.275141
"640","Low Income Developing Countries","Sub-Sahara Africa","4",1.063814
"641","Emerging Market Economies","Emerging and Developing Europe","4",0.527798
"642","Emerging Market Economies","Sub-Sahara Africa","4",0.009541
"643","Low Income Developing Countries","Sub-Sahara Africa","4",1.058353
"644","Advanced Economies","Advanced Economies","4",0
"645","Advanced Economies","Advanced Economies","4",0.677077
"646","Advanced Economies","Advanced Economies","4",0.196751
"647","Low Income Developing Countries","Emerging and Developing Asia","4",0.066266
"648","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","4",0.804903
"649","Emerging Market Economies","Sub-Sahara Africa","4",6.170753
"650","Low Income Developing Countries","Sub-Sahara Africa","4",0.809004
"651","Advanced Economies","Advanced Economies","4",3.914143
"652","Emerging Market Economies","Emerging and Developing Asia","4",1.991323
"653","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","4",6.506592
"654","Emerging Market Economies","Latin America and the Caribbean","4",0.060018
"655","Advanced Economies","Advanced Economies","4",0.713571
"656","Advanced Economies","Advanced Economies","4",0.864421
"657","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",1.729636
"658","Advanced Economies","Advanced Economies","4",3.991629
"659","Low Income Developing Countries","Caucasus and Central Asia","4",0.71664
"660","Low Income Developing Countries","Sub-Sahara Africa","4",4.694813
"661","Emerging Market Economies","Emerging and Developing Asia","4",5.738161
"662","Low Income Developing Countries","Emerging and Developing Asia","4",0.108931
"663","Low Income Developing Countries","Sub-Sahara Africa","4",0.266801
"664","Emerging Market Economies","Emerging and Developing Asia","4",0
"665","Emerging Market Economies","Latin America and the Caribbean","4",0.153768
"666","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",1.453965
"667","Emerging Market Economies","Emerging and Developing Europe","4",5.199385
"668","Emerging Market Economies","Caucasus and Central Asia","4",0
"669","Low Income Developing Countries","Sub-Sahara Africa","4",4.478784
"670","Emerging Market Economies","Emerging and Developing Europe","4",3.875793
"671","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.188324
"672","Advanced Economies","Advanced Economies","4",5.870392
"673","Advanced Economies","Advanced Economies","4",16.477232
"674","Emerging Market Economies","Latin America and the Caribbean","4",0.091546
"675","Low Income Developing Countries","Caucasus and Central Asia","4",3.785381
"676","Emerging Market Economies","Emerging and Developing Asia","4",0.011009
"677","Emerging Market Economies","Latin America and the Caribbean","4",2.754101
"678","Low Income Developing Countries","Emerging and Developing Asia","4",9.665771
"679","Low Income Developing Countries","Sub-Sahara Africa","4",1.876431
"680","Low Income Developing Countries","Sub-Sahara Africa","4",1.320547
"681","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","5",2.660109
"682","Emerging Market Economies","Emerging and Developing Europe","5",0.255557
"683","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",2.683755
"684","Emerging Market Economies","Sub-Sahara Africa","5",1.569076
"685","Emerging Market Economies","Latin America and the Caribbean","5",2.166594
"686","Emerging Market Economies","Caucasus and Central Asia","5",0.220125
"687","Advanced Economies","Advanced Economies","5",1.197177
"688","Advanced Economies","Advanced Economies","5",0.533582
"689","Emerging Market Economies","Caucasus and Central Asia","5",0.692711
"690","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0
"691","Low Income Developing Countries","Emerging and Developing Asia","5",17.124182
"692","Emerging Market Economies","Latin America and the Caribbean","5",0.017288
"693","Emerging Market Economies","Emerging and Developing Europe","5",0.362606
"694","Advanced Economies","Advanced Economies","5",1.346077
"695","Emerging Market Economies","Latin America and the Caribbean","5",0.046163
"696","Low Income Developing Countries","Sub-Sahara Africa","5",0.852005
"697","Low Income Developing Countries","Emerging and Developing Asia","5",0.061559
"698","Emerging Market Economies","Latin America and the Caribbean","5",0.58809
"699","Emerging Market Economies","Emerging and Developing Europe","5",0.251483
"700","Emerging Market Economies","Sub-Sahara Africa","5",0.21113
"701","Emerging Market Economies","Latin America and the Caribbean","5",9.070546
"702","Emerging Market Economies","Emerging and Developing Asia","5",0.035429
"703","Emerging Market Economies","Emerging and Developing Europe","5",0.359983
"704","Low Income Developing Countries","Sub-Sahara Africa","5",1.534317
"705","Low Income Developing Countries","Sub-Sahara Africa","5",1.369291
"706","Emerging Market Economies","Sub-Sahara Africa","5",0.040681
"707","Low Income Developing Countries","Emerging and Developing Asia","5",1.509796
"708","Low Income Developing Countries","Sub-Sahara Africa","5",3.076237
"709","Advanced Economies","Advanced Economies","5",1.56868
"710","Low Income Developing Countries","Sub-Sahara Africa","5",1.67709
"711","Emerging Market Economies","Latin America and the Caribbean","5",1.506992
"712","Emerging Market Economies","Emerging and Developing Asia","5",132.176778
"713","Emerging Market Economies","Latin America and the Caribbean","5",3.400194
"714","Low Income Developing Countries","Sub-Sahara Africa","5",20.437293
"715","Low Income Developing Countries","Sub-Sahara Africa","5",0.151773
"716","Emerging Market Economies","Latin America and the Caribbean","5",0.30369
"717","Low Income Developing Countries","Sub-Sahara Africa","5",2.138716
"718","Emerging Market Economies","Emerging and Developing Europe","5",0.204046
"719","Advanced Economies","Advanced Economies","5",0
"720","Advanced Economies","Advanced Economies","5",1.485384
"721","Advanced Economies","Advanced Economies","5",0.562503
"722","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","5",0.046855
"723","Emerging Market Economies","Latin America and the Caribbean","5",0.006574
"724","Emerging Market Economies","Latin America and the Caribbean","5",0.531422
"725","Emerging Market Economies","Latin America and the Caribbean","5",1.033044
"726","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",15.10328
"727","Emerging Market Economies","Latin America and the Caribbean","5",0.520331
"728","Advanced Economies","Advanced Economies","5",0.056874
"729","Emerging Market Economies","Sub-Sahara Africa","5",0.101906
"730","Low Income Developing Countries","Sub-Sahara Africa","5",9.240048
"731","Emerging Market Economies","Emerging and Developing Asia","5",0.035258
"732","Advanced Economies","Advanced Economies","5",0.19619
"733","Advanced Economies","Advanced Economies","5",6.267826
"734","Emerging Market Economies","Sub-Sahara Africa","5",0.075993
"735","Low Income Developing Countries","Sub-Sahara Africa","5",0.064673
"736","Emerging Market Economies","Caucasus and Central Asia","5",0.185076
"737","Advanced Economies","Advanced Economies","5",8.960697
"738","Low Income Developing Countries","Sub-Sahara Africa","5",1.900859
"739","Advanced Economies","Advanced Economies","5",0.718693
"740","Emerging Market Economies","Latin America and the Caribbean","5",0
"741","Emerging Market Economies","Latin America and the Caribbean","5",2.005368
"742","Low Income Developing Countries","Sub-Sahara Africa","5",0.552947
"743","Emerging Market Economies","Latin America and the Caribbean","5",0.039573
"744","Low Income Developing Countries","Latin America and the Caribbean","5",0.578767
"745","Low Income Developing Countries","Latin America and the Caribbean","5",0.848994
"746","Advanced Economies","Advanced Economies","5",0.598372
"747","Emerging Market Economies","Emerging and Developing Europe","5",0.620535
"748","Advanced Economies","Advanced Economies","5",0.01276
"749","Emerging Market Economies","Emerging and Developing Asia","5",135.608481
"750","Emerging Market Economies","Emerging and Developing Asia","5",18.396048
"751","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",5.581386
"752","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",3.774254
"753","Advanced Economies","Advanced Economies","5",0.263593
"754","Advanced Economies","Advanced Economies","5",0
"755","Advanced Economies","Advanced Economies","5",4.041221
"756","Emerging Market Economies","Latin America and the Caribbean","5",0.145694
"757","Advanced Economies","Advanced Economies","5",9.57951
"758","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.552186
"759","Emerging Market Economies","Caucasus and Central Asia","5",0.45565
"760","Low Income Developing Countries","Sub-Sahara Africa","5",5.197588
"761","Advanced Economies","Advanced Economies","5",4.961513
"762","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.378326
"763","Low Income Developing Countries","Caucasus and Central Asia","5",0.405252
"764","Low Income Developing Countries","Emerging and Developing Asia","5",0.822456
"765","Advanced Economies","Advanced Economies","5",0.163065
"766","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.419868
"767","Low Income Developing Countries","Sub-Sahara Africa","5",0.106688
"768","Low Income Developing Countries","Sub-Sahara Africa","5",0.30491
"769","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.33533
"770","Advanced Economies","Advanced Economies","5",0.149983
"771","Advanced Economies","Advanced Economies","5",0.030069
"772","Low Income Developing Countries","Sub-Sahara Africa","5",1.945123
"773","Low Income Developing Countries","Sub-Sahara Africa","5",2.153172
"774","Emerging Market Economies","Emerging and Developing Asia","5",2.663318
"775","Low Income Developing Countries","Sub-Sahara Africa","5",2.7002
"776","Advanced Economies","Advanced Economies","5",0.045176
"777","Emerging Market Economies","Sub-Sahara Africa","5",0.105903
"778","Emerging Market Economies","Latin America and the Caribbean","5",9.075077
"779","Low Income Developing Countries","Emerging and Developing Europe","5",0.221633
"780","Emerging Market Economies","Emerging and Developing Asia","5",0.08242
"781","Emerging Market Economies","Emerging and Developing Europe","5",0.052672
"782","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",3.934721
"783","Low Income Developing Countries","Sub-Sahara Africa","5",3.233787
"784","Low Income Developing Countries","Emerging and Developing Asia","5",4.725592
"785","Emerging Market Economies","Sub-Sahara Africa","5",0.232802
"786","Low Income Developing Countries","Emerging and Developing Asia","5",2.636401
"787","Advanced Economies","Advanced Economies","5",1.167274
"788","Advanced Economies","Advanced Economies","5",0.20706
"789","Low Income Developing Countries","Latin America and the Caribbean","5",0.342259
"790","Low Income Developing Countries","Sub-Sahara Africa","5",2.38276
"791","Low Income Developing Countries","Sub-Sahara Africa","5",18.350908
"792","Advanced Economies","Advanced Economies","5",0.225287
"793","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.130432
"794","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",26.864381
"795","Emerging Market Economies","Latin America and the Caribbean","5",0.216893
"796","Low Income Developing Countries","Emerging and Developing Asia","5",0.892645
"797","Emerging Market Economies","Latin America and the Caribbean","5",0.474735
"798","Emerging Market Economies","Latin America and the Caribbean","5",1.487404
"799","Emerging Market Economies","Emerging and Developing Asia","5",6.642935
"800","Emerging Market Economies","Emerging and Developing Europe","5",3.556646
"801","Advanced Economies","Advanced Economies","5",0.534344
"802","Advanced Economies","Advanced Economies","5",0.295181
"803","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0
"804","Emerging Market Economies","Emerging and Developing Europe","5",0.979959
"805","Emerging Market Economies","Emerging and Developing Europe","5",8.996398
"806","Low Income Developing Countries","Sub-Sahara Africa","5",1.165361
"807","Emerging Market Economies","Emerging and Developing Asia","5",0.011544
"808","Advanced Economies","Advanced Economies","5",0
"809","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",9.768954
"810","Low Income Developing Countries","Sub-Sahara Africa","5",0.813449
"811","Emerging Market Economies","Emerging and Developing Europe","5",0.461153
"812","Emerging Market Economies","Sub-Sahara Africa","5",0.0101
"813","Low Income Developing Countries","Sub-Sahara Africa","5",0.397531
"814","Advanced Economies","Advanced Economies","5",0
"815","Advanced Economies","Advanced Economies","5",0.591304
"816","Advanced Economies","Advanced Economies","5",0.177949
"817","Low Income Developing Countries","Emerging and Developing Asia","5",0.049748
"818","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","5",0.6175
"819","Emerging Market Economies","Sub-Sahara Africa","5",5.169484
"820","Low Income Developing Countries","Sub-Sahara Africa","5",1.0567
"821","Advanced Economies","Advanced Economies","5",3.508214
"822","Emerging Market Economies","Emerging and Developing Asia","5",2.266978
"823","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","5",5.693331
"824","Emerging Market Economies","Latin America and the Caribbean","5",0.052086
"825","Advanced Economies","Advanced Economies","5",0.727373
"826","Advanced Economies","Advanced Economies","5",0.663695
"827","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",2.721759
"828","Advanced Economies","Advanced Economies","5",1.779621
"829","Low Income Developing Countries","Caucasus and Central Asia","5",0.918067
"830","Low Income Developing Countries","Sub-Sahara Africa","5",6.369746
"831","Emerging Market Economies","Emerging and Developing Asia","5",5.696243
"832","Low Income Developing Countries","Emerging and Developing Asia","5",0.112157
"833","Low Income Developing Countries","Sub-Sahara Africa","5",0.8202
"834","Emerging Market Economies","Emerging and Developing Asia","5",0
"835","Emerging Market Economies","Latin America and the Caribbean","5",0.018788
"836","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",1.124436
"837","Emerging Market Economies","Emerging and Developing Europe","5",3.538409
"838","Emerging Market Economies","Caucasus and Central Asia","5",2.173298
"839","Low Income Developing Countries","Sub-Sahara Africa","5",4.366567
"840","Emerging Market Economies","Emerging and Developing Europe","5",3.167791
"841","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",1.153916
"842","Advanced Economies","Advanced Economies","5",6.494716
"843","Advanced Economies","Advanced Economies","5",11.930316
"844","Emerging Market Economies","Latin America and the Caribbean","5",0.050478
"845","Low Income Developing Countries","Caucasus and Central Asia","5",3.191101
"846","Emerging Market Economies","Emerging and Developing Asia","5",0.019222
"847","Emerging Market Economies","Latin America and the Caribbean","5",1.731379
"848","Low Income Developing Countries","Emerging and Developing Asia","5",9.824995
"849","Low Income Developing Countries","Sub-Sahara Africa","5",1.073205
"850","Low Income Developing Countries","Sub-Sahara Africa","5",1.303726
"851","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",2.50078
"852","Emerging Market Economies","Emerging and Developing Europe","6",0.133861
"853","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",2.055684
"854","Emerging Market Economies","Sub-Sahara Africa","6",1.251701
"855","Emerging Market Economies","Latin America and the Caribbean","6",1.783205
"856","Emerging Market Economies","Caucasus and Central Asia","6",0.191189
"857","Advanced Economies","Advanced Economies","6",0.613888
"858","Advanced Economies","Advanced Economies","6",0.443499
"859","Emerging Market Economies","Caucasus and Central Asia","6",0.764422
"860","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.614354
"861","Low Income Developing Countries","Emerging and Developing Asia","6",16.895611
"862","Emerging Market Economies","Latin America and the Caribbean","6",0.020466
"863","Emerging Market Economies","Emerging and Developing Europe","6",0.293268
