"","income_group","region","decile","value"
"432","Low Income Developing Countries","Sub-Sahara Africa","3",0.040791
"433","Low Income Developing Countries","Sub-Sahara Africa","3",0.006304
"434","Emerging Market Economies","Emerging and Developing Asia","3",0.010698
"435","Low Income Developing Countries","Sub-Sahara Africa","3",0.041309
"436","Advanced Economies","Advanced Economies","3",2.1e-05
"437","Emerging Market Economies","Sub-Sahara Africa","3",0.000147
"438","Emerging Market Economies","Latin America and the Caribbean","3",0.064814
"439","Low Income Developing Countries","Emerging and Developing Europe","3",0.003002
"440","Emerging Market Economies","Emerging and Developing Asia","3",0.089359
"441","Emerging Market Economies","Emerging and Developing Europe","3",0.000825
"442","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",0.012813
"443","Low Income Developing Countries","Sub-Sahara Africa","3",0.059486
"444","Low Income Developing Countries","Emerging and Developing Asia","3",0.04929
"445","Emerging Market Economies","Sub-Sahara Africa","3",0.005215
"446","Low Income Developing Countries","Emerging and Developing Asia","3",0.008918
"447","Advanced Economies","Advanced Economies","3",0.002183
"448","Advanced Economies","Advanced Economies","3",0.017787
"449","Low Income Developing Countries","Latin America and the Caribbean","3",0.006077
"450","Low Income Developing Countries","Sub-Sahara Africa","3",0.026857
"451","Low Income Developing Countries","Sub-Sahara Africa","3",0.026032
"452","Advanced Economies","Advanced Economies","3",0.019779
"453","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",0.008108
"454","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",0.048025
"455","Emerging Market Economies","Latin America and the Caribbean","3",0.00382
"456","Low Income Developing Countries","Emerging and Developing Asia","3",0.011057
"457","Emerging Market Economies","Latin America and the Caribbean","3",0.007154
"458","Emerging Market Economies","Latin America and the Caribbean","3",0.05469
"459","Emerging Market Economies","Emerging and Developing Asia","3",0.019943
"460","Emerging Market Economies","Emerging and Developing Europe","3",0.025541
"461","Advanced Economies","Advanced Economies","3",0.00633
"462","Advanced Economies","Advanced Economies","3",0.000848
"463","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",0
"464","Emerging Market Economies","Emerging and Developing Europe","3",0.017222
"465","Emerging Market Economies","Emerging and Developing Europe","3",0.38157
"466","Low Income Developing Countries","Sub-Sahara Africa","3",0.001957
"467","Emerging Market Economies","Emerging and Developing Asia","3",0.000136
"468","Advanced Economies","Advanced Economies","3",6e-06
"469","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",0.054441
"470","Low Income Developing Countries","Sub-Sahara Africa","3",0.009296
"471","Emerging Market Economies","Emerging and Developing Europe","3",0.009708
"472","Emerging Market Economies","Sub-Sahara Africa","3",1.4e-05
"473","Low Income Developing Countries","Sub-Sahara Africa","3",0.004151
"474","Advanced Economies","Advanced Economies","3",0.000125
"475","Advanced Economies","Advanced Economies","3",0.003712
"476","Advanced Economies","Advanced Economies","3",0.001737
"477","Low Income Developing Countries","Emerging and Developing Asia","3",0.001851
"478","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","3",0.046748
"479","Emerging Market Economies","Sub-Sahara Africa","3",0.054407
"480","Low Income Developing Countries","Sub-Sahara Africa","3",0.045397
"481","Advanced Economies","Advanced Economies","3",0.045
"482","Emerging Market Economies","Emerging and Developing Asia","3",0.002859
"483","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","3",0.064261
"484","Emerging Market Economies","Latin America and the Caribbean","3",0.000279
"485","Advanced Economies","Advanced Economies","3",0.022017
"486","Advanced Economies","Advanced Economies","3",0.002217
"487","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",0.005823
"488","Advanced Economies","Advanced Economies","3",0.004301
"489","Low Income Developing Countries","Caucasus and Central Asia","3",0.006335
"490","Low Income Developing Countries","Sub-Sahara Africa","3",0.034229
"491","Emerging Market Economies","Emerging and Developing Asia","3",0.038376
"492","Low Income Developing Countries","Emerging and Developing Asia","3",0.00098
"493","Low Income Developing Countries","Sub-Sahara Africa","3",0.00562
"494","Emerging Market Economies","Emerging and Developing Asia","3",0.000187
"495","Emerging Market Economies","Latin America and the Caribbean","3",0.000189
"496","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",0.00264
"497","Emerging Market Economies","Emerging and Developing Europe","3",0.073275
"498","Emerging Market Economies","Caucasus and Central Asia","3",0.073472
"499","Low Income Developing Countries","Sub-Sahara Africa","3",0.012952
"500","Emerging Market Economies","Emerging and Developing Europe","3",0.053801
"501","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","3",6e-04
"502","Advanced Economies","Advanced Economies","3",0.005069
"503","Advanced Economies","Advanced Economies","3",0.614405
"504","Emerging Market Economies","Latin America and the Caribbean","3",0.011494
"505","Low Income Developing Countries","Caucasus and Central Asia","3",0.008443
"506","Emerging Market Economies","Emerging and Developing Asia","3",0.000367
"507","Emerging Market Economies","Latin America and the Caribbean","3",0.015003
"508","Low Income Developing Countries","Emerging and Developing Asia","3",0.012722
"509","Low Income Developing Countries","Sub-Sahara Africa","3",0.032847
"510","Low Income Developing Countries","Sub-Sahara Africa","3",0.024858
"511","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","4",0.02943
"512","Emerging Market Economies","Emerging and Developing Europe","4",0.003094
"513","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.016742
"514","Emerging Market Economies","Sub-Sahara Africa","4",0.080465
"515","Emerging Market Economies","Latin America and the Caribbean","4",0.231849
"516","Emerging Market Economies","Caucasus and Central Asia","4",0.001972
"517","Advanced Economies","Advanced Economies","4",0.127256
"518","Advanced Economies","Advanced Economies","4",0.00513
"519","Emerging Market Economies","Caucasus and Central Asia","4",0.007675
"520","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0
"521","Low Income Developing Countries","Emerging and Developing Asia","4",0.01384
"522","Emerging Market Economies","Latin America and the Caribbean","4",6.2e-05
"523","Emerging Market Economies","Emerging and Developing Europe","4",0.019321
"524","Advanced Economies","Advanced Economies","4",0.003011
"525","Emerging Market Economies","Latin America and the Caribbean","4",0
"526","Low Income Developing Countries","Sub-Sahara Africa","4",0.002993
"527","Low Income Developing Countries","Emerging and Developing Asia","4",0.001542
"528","Emerging Market Economies","Latin America and the Caribbean","4",0.029612
"529","Emerging Market Economies","Emerging and Developing Europe","4",0.003202
"530","Emerging Market Economies","Sub-Sahara Africa","4",0.020788
"531","Emerging Market Economies","Latin America and the Caribbean","4",0.3122
"532","Emerging Market Economies","Emerging and Developing Asia","4",0.000181
"533","Emerging Market Economies","Emerging and Developing Europe","4",0.010604
"534","Low Income Developing Countries","Sub-Sahara Africa","4",0.019497
"535","Low Income Developing Countries","Sub-Sahara Africa","4",0.002487
"536","Emerging Market Economies","Sub-Sahara Africa","4",0.000269
"537","Low Income Developing Countries","Emerging and Developing Asia","4",0.009863
"538","Low Income Developing Countries","Sub-Sahara Africa","4",0.01545
"539","Advanced Economies","Advanced Economies","4",0.057536
"540","Low Income Developing Countries","Sub-Sahara Africa","4",0.040291
"541","Emerging Market Economies","Latin America and the Caribbean","4",0.047281
"542","Emerging Market Economies","Emerging and Developing Asia","4",0.432357
"543","Emerging Market Economies","Latin America and the Caribbean","4",0.038459
"544","Low Income Developing Countries","Sub-Sahara Africa","4",0.056091
"545","Low Income Developing Countries","Sub-Sahara Africa","4",0.026254
"546","Emerging Market Economies","Latin America and the Caribbean","4",0.001515
"547","Low Income Developing Countries","Sub-Sahara Africa","4",0.020127
"548","Emerging Market Economies","Emerging and Developing Europe","4",0.004478
"549","Advanced Economies","Advanced Economies","4",0
"550","Advanced Economies","Advanced Economies","4",0.007408
"551","Advanced Economies","Advanced Economies","4",0.004666
"552","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","4",0.00185
"553","Emerging Market Economies","Latin America and the Caribbean","4",1.1e-05
"554","Emerging Market Economies","Latin America and the Caribbean","4",0.003952
"555","Emerging Market Economies","Latin America and the Caribbean","4",0.010899
"556","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.004529
"557","Emerging Market Economies","Latin America and the Caribbean","4",0.001444
"558","Advanced Economies","Advanced Economies","4",0.005132
"559","Emerging Market Economies","Sub-Sahara Africa","4",0.001262
"560","Low Income Developing Countries","Sub-Sahara Africa","4",0.079417
"561","Emerging Market Economies","Emerging and Developing Asia","4",0.002424
"562","Advanced Economies","Advanced Economies","4",0.013935
"563","Advanced Economies","Advanced Economies","4",0.054411
"564","Emerging Market Economies","Sub-Sahara Africa","4",0.022978
"565","Low Income Developing Countries","Sub-Sahara Africa","4",0.001875
"566","Emerging Market Economies","Caucasus and Central Asia","4",0.006938
"567","Advanced Economies","Advanced Economies","4",0.022996
"568","Low Income Developing Countries","Sub-Sahara Africa","4",0.013463
"569","Advanced Economies","Advanced Economies","4",0.016548
"570","Emerging Market Economies","Latin America and the Caribbean","4",9.5e-05
"571","Emerging Market Economies","Latin America and the Caribbean","4",0.004034
"572","Low Income Developing Countries","Sub-Sahara Africa","4",0.038467
"573","Emerging Market Economies","Latin America and the Caribbean","4",0.000721
"574","Low Income Developing Countries","Latin America and the Caribbean","4",0.002731
"575","Low Income Developing Countries","Latin America and the Caribbean","4",0.006139
"576","Advanced Economies","Advanced Economies","4",1.2e-05
"577","Emerging Market Economies","Emerging and Developing Europe","4",0.01084
"578","Advanced Economies","Advanced Economies","4",0.004542
"579","Emerging Market Economies","Emerging and Developing Asia","4",0.219585
"580","Emerging Market Economies","Emerging and Developing Asia","4",0.063328
"581","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.097236
"582","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.021811
"583","Advanced Economies","Advanced Economies","4",0.003499
"584","Advanced Economies","Advanced Economies","4",0.001239
"585","Advanced Economies","Advanced Economies","4",0.02629
"586","Emerging Market Economies","Latin America and the Caribbean","4",0.002023
"587","Advanced Economies","Advanced Economies","4",0.026058
"588","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.000879
"589","Emerging Market Economies","Caucasus and Central Asia","4",0.232879
"590","Low Income Developing Countries","Sub-Sahara Africa","4",0.010041
"591","Advanced Economies","Advanced Economies","4",0.00663
"592","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0
"593","Low Income Developing Countries","Caucasus and Central Asia","4",0.017113
"594","Low Income Developing Countries","Emerging and Developing Asia","4",0.01657
"595","Advanced Economies","Advanced Economies","4",0.004871
"596","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.001263
"597","Low Income Developing Countries","Sub-Sahara Africa","4",0.00265
"598","Low Income Developing Countries","Sub-Sahara Africa","4",0.005825
"599","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.038301
"600","Advanced Economies","Advanced Economies","4",0.006116
"601","Advanced Economies","Advanced Economies","4",0.000223
"602","Low Income Developing Countries","Sub-Sahara Africa","4",0.042705
"603","Low Income Developing Countries","Sub-Sahara Africa","4",0.007827
"604","Emerging Market Economies","Emerging and Developing Asia","4",0.015334
"605","Low Income Developing Countries","Sub-Sahara Africa","4",0.036705
"606","Advanced Economies","Advanced Economies","4",1.7e-05
"607","Emerging Market Economies","Sub-Sahara Africa","4",0.000297
"608","Emerging Market Economies","Latin America and the Caribbean","4",0.092498
"609","Low Income Developing Countries","Emerging and Developing Europe","4",0.004534
"610","Emerging Market Economies","Emerging and Developing Asia","4",0.121717
"611","Emerging Market Economies","Emerging and Developing Europe","4",0.000701
"612","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.025186
"613","Low Income Developing Countries","Sub-Sahara Africa","4",0.062261
"614","Low Income Developing Countries","Emerging and Developing Asia","4",0.059505
"615","Emerging Market Economies","Sub-Sahara Africa","4",0.004702
"616","Low Income Developing Countries","Emerging and Developing Asia","4",0.0166
"617","Advanced Economies","Advanced Economies","4",0.002018
"618","Advanced Economies","Advanced Economies","4",0.020427
"619","Low Income Developing Countries","Latin America and the Caribbean","4",0.003856
"620","Low Income Developing Countries","Sub-Sahara Africa","4",0.015501
"621","Low Income Developing Countries","Sub-Sahara Africa","4",0.034388
"622","Advanced Economies","Advanced Economies","4",0.024824
"623","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.007346
"624","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.058998
"625","Emerging Market Economies","Latin America and the Caribbean","4",0.004551
"626","Low Income Developing Countries","Emerging and Developing Asia","4",0.023594
"627","Emerging Market Economies","Latin America and the Caribbean","4",0.008015
"628","Emerging Market Economies","Latin America and the Caribbean","4",0.061556
"629","Emerging Market Economies","Emerging and Developing Asia","4",0.019875
"630","Emerging Market Economies","Emerging and Developing Europe","4",0.031382
"631","Advanced Economies","Advanced Economies","4",0.006689
"632","Advanced Economies","Advanced Economies","4",0.000652
"633","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.001566
"634","Emerging Market Economies","Emerging and Developing Europe","4",0.020955
"635","Emerging Market Economies","Emerging and Developing Europe","4",0.429084
"636","Low Income Developing Countries","Sub-Sahara Africa","4",0.001893
"637","Emerging Market Economies","Emerging and Developing Asia","4",0.000152
"638","Advanced Economies","Advanced Economies","4",5e-06
"639","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.077206
"640","Low Income Developing Countries","Sub-Sahara Africa","4",0.008442
"641","Emerging Market Economies","Emerging and Developing Europe","4",0.006797
"642","Emerging Market Economies","Sub-Sahara Africa","4",1.3e-05
"643","Low Income Developing Countries","Sub-Sahara Africa","4",0.009283
"644","Advanced Economies","Advanced Economies","4",0
"645","Advanced Economies","Advanced Economies","4",0.005241
"646","Advanced Economies","Advanced Economies","4",0.001872
"647","Low Income Developing Countries","Emerging and Developing Asia","4",0.002238
"648","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","4",0.042842
"649","Emerging Market Economies","Sub-Sahara Africa","4",0.07582
"650","Low Income Developing Countries","Sub-Sahara Africa","4",0.027711
"651","Advanced Economies","Advanced Economies","4",0.034159
"652","Emerging Market Economies","Emerging and Developing Asia","4",0.003463
"653","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","4",0.113257
"654","Emerging Market Economies","Latin America and the Caribbean","4",0.000661
"655","Advanced Economies","Advanced Economies","4",0.01966
"656","Advanced Economies","Advanced Economies","4",0.002782
"657","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.004995
"658","Advanced Economies","Advanced Economies","4",0.004125
"659","Low Income Developing Countries","Caucasus and Central Asia","4",0.00496
"660","Low Income Developing Countries","Sub-Sahara Africa","4",0.036707
"661","Emerging Market Economies","Emerging and Developing Asia","4",0.040487
"662","Low Income Developing Countries","Emerging and Developing Asia","4",0.001172
"663","Low Income Developing Countries","Sub-Sahara Africa","4",0.001757
"664","Emerging Market Economies","Emerging and Developing Asia","4",0
"665","Emerging Market Economies","Latin America and the Caribbean","4",0.000214
"666","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",0.005578
"667","Emerging Market Economies","Emerging and Developing Europe","4",0.083354
"668","Emerging Market Economies","Caucasus and Central Asia","4",0
"669","Low Income Developing Countries","Sub-Sahara Africa","4",0.014555
"670","Emerging Market Economies","Emerging and Developing Europe","4",0.067931
"671","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","4",9.2e-05
"672","Advanced Economies","Advanced Economies","4",0.005718
"673","Advanced Economies","Advanced Economies","4",0.541899
"674","Emerging Market Economies","Latin America and the Caribbean","4",0.018698
"675","Low Income Developing Countries","Caucasus and Central Asia","4",0.010321
"676","Emerging Market Economies","Emerging and Developing Asia","4",0.000316
"677","Emerging Market Economies","Latin America and the Caribbean","4",0.026903
"678","Low Income Developing Countries","Emerging and Developing Asia","4",0.01525
"679","Low Income Developing Countries","Sub-Sahara Africa","4",0.058309
"680","Low Income Developing Countries","Sub-Sahara Africa","4",0.029507
"681","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","5",0.041917
"682","Emerging Market Economies","Emerging and Developing Europe","5",0.004021
"683","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.019942
"684","Emerging Market Economies","Sub-Sahara Africa","5",0.093997
"685","Emerging Market Economies","Latin America and the Caribbean","5",0.218496
"686","Emerging Market Economies","Caucasus and Central Asia","5",0.002985
"687","Advanced Economies","Advanced Economies","5",0.2152
"688","Advanced Economies","Advanced Economies","5",0.006703
"689","Emerging Market Economies","Caucasus and Central Asia","5",0.007943
"690","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0
"691","Low Income Developing Countries","Emerging and Developing Asia","5",0.014195
"692","Emerging Market Economies","Latin America and the Caribbean","5",3.4e-05
"693","Emerging Market Economies","Emerging and Developing Europe","5",0.020504
"694","Advanced Economies","Advanced Economies","5",0.003606
"695","Emerging Market Economies","Latin America and the Caribbean","5",0.002306
"696","Low Income Developing Countries","Sub-Sahara Africa","5",0.003681
"697","Low Income Developing Countries","Emerging and Developing Asia","5",0.001694
"698","Emerging Market Economies","Latin America and the Caribbean","5",0.049804
"699","Emerging Market Economies","Emerging and Developing Europe","5",0.003635
"700","Emerging Market Economies","Sub-Sahara Africa","5",0.026706
"701","Emerging Market Economies","Latin America and the Caribbean","5",0.351071
"702","Emerging Market Economies","Emerging and Developing Asia","5",0.00031
"703","Emerging Market Economies","Emerging and Developing Europe","5",0.011189
"704","Low Income Developing Countries","Sub-Sahara Africa","5",0.022
"705","Low Income Developing Countries","Sub-Sahara Africa","5",0.00299
"706","Emerging Market Economies","Sub-Sahara Africa","5",0.000381
"707","Low Income Developing Countries","Emerging and Developing Asia","5",0.009604
"708","Low Income Developing Countries","Sub-Sahara Africa","5",0.030729
"709","Advanced Economies","Advanced Economies","5",0.096283
"710","Low Income Developing Countries","Sub-Sahara Africa","5",0.053325
"711","Emerging Market Economies","Latin America and the Caribbean","5",0.050836
"712","Emerging Market Economies","Emerging and Developing Asia","5",0.471928
"713","Emerging Market Economies","Latin America and the Caribbean","5",0.055519
"714","Low Income Developing Countries","Sub-Sahara Africa","5",0.197126
"715","Low Income Developing Countries","Sub-Sahara Africa","5",0.021488
"716","Emerging Market Economies","Latin America and the Caribbean","5",0.002786
"717","Low Income Developing Countries","Sub-Sahara Africa","5",0.026914
"718","Emerging Market Economies","Emerging and Developing Europe","5",0.004123
"719","Advanced Economies","Advanced Economies","5",0
"720","Advanced Economies","Advanced Economies","5",0.010115
"721","Advanced Economies","Advanced Economies","5",0.004282
"722","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","5",0.001776
"723","Emerging Market Economies","Latin America and the Caribbean","5",5.9e-05
"724","Emerging Market Economies","Latin America and the Caribbean","5",0.003849
"725","Emerging Market Economies","Latin America and the Caribbean","5",0.017667
"726","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.006698
"727","Emerging Market Economies","Latin America and the Caribbean","5",0.002094
"728","Advanced Economies","Advanced Economies","5",0.006092
"729","Emerging Market Economies","Sub-Sahara Africa","5",0.001521
"730","Low Income Developing Countries","Sub-Sahara Africa","5",0.060326
"731","Emerging Market Economies","Emerging and Developing Asia","5",0.00159
"732","Advanced Economies","Advanced Economies","5",0.008664
"733","Advanced Economies","Advanced Economies","5",0.064507
"734","Emerging Market Economies","Sub-Sahara Africa","5",0.015327
"735","Low Income Developing Countries","Sub-Sahara Africa","5",0.000623
"736","Emerging Market Economies","Caucasus and Central Asia","5",0.004899
"737","Advanced Economies","Advanced Economies","5",0.039853
"738","Low Income Developing Countries","Sub-Sahara Africa","5",0.013542
"739","Advanced Economies","Advanced Economies","5",0.014082
"740","Emerging Market Economies","Latin America and the Caribbean","5",0
"741","Emerging Market Economies","Latin America and the Caribbean","5",0.006815
"742","Low Income Developing Countries","Sub-Sahara Africa","5",0.012775
"743","Emerging Market Economies","Latin America and the Caribbean","5",0.000581
"744","Low Income Developing Countries","Latin America and the Caribbean","5",0.001307
"745","Low Income Developing Countries","Latin America and the Caribbean","5",0.009603
"746","Advanced Economies","Advanced Economies","5",3.4e-05
"747","Emerging Market Economies","Emerging and Developing Europe","5",0.009548
"748","Advanced Economies","Advanced Economies","5",0.013566
"749","Emerging Market Economies","Emerging and Developing Asia","5",0.288448
"750","Emerging Market Economies","Emerging and Developing Asia","5",0.089848
"751","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.105208
"752","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.027994
"753","Advanced Economies","Advanced Economies","5",0.004398
"754","Advanced Economies","Advanced Economies","5",0
"755","Advanced Economies","Advanced Economies","5",0.021591
"756","Emerging Market Economies","Latin America and the Caribbean","5",0.000787
"757","Advanced Economies","Advanced Economies","5",0.036753
"758","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.002266
"759","Emerging Market Economies","Caucasus and Central Asia","5",0.13751
"760","Low Income Developing Countries","Sub-Sahara Africa","5",0.01284
"761","Advanced Economies","Advanced Economies","5",0.008177
"762","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",7.2e-05
"763","Low Income Developing Countries","Caucasus and Central Asia","5",0.015539
"764","Low Income Developing Countries","Emerging and Developing Asia","5",0.025696
"765","Advanced Economies","Advanced Economies","5",0.00764
"766","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.00054
"767","Low Income Developing Countries","Sub-Sahara Africa","5",0.001789
"768","Low Income Developing Countries","Sub-Sahara Africa","5",0.008968
"769","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.035664
"770","Advanced Economies","Advanced Economies","5",0.005646
"771","Advanced Economies","Advanced Economies","5",0.000213
"772","Low Income Developing Countries","Sub-Sahara Africa","5",0.043791
"773","Low Income Developing Countries","Sub-Sahara Africa","5",0.009615
"774","Emerging Market Economies","Emerging and Developing Asia","5",0.024257
"775","Low Income Developing Countries","Sub-Sahara Africa","5",0.072886
"776","Advanced Economies","Advanced Economies","5",3e-05
"777","Emerging Market Economies","Sub-Sahara Africa","5",0.000258
"778","Emerging Market Economies","Latin America and the Caribbean","5",0.116414
"779","Low Income Developing Countries","Emerging and Developing Europe","5",0.002624
"780","Emerging Market Economies","Emerging and Developing Asia","5",0.118652
"781","Emerging Market Economies","Emerging and Developing Europe","5",0.00117
"782","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.030664
"783","Low Income Developing Countries","Sub-Sahara Africa","5",0.072146
"784","Low Income Developing Countries","Emerging and Developing Asia","5",0.060285
"785","Emerging Market Economies","Sub-Sahara Africa","5",0.018674
"786","Low Income Developing Countries","Emerging and Developing Asia","5",0.010737
"787","Advanced Economies","Advanced Economies","5",0.00258
"788","Advanced Economies","Advanced Economies","5",0.023733
"789","Low Income Developing Countries","Latin America and the Caribbean","5",0.004157
"790","Low Income Developing Countries","Sub-Sahara Africa","5",0.027916
"791","Low Income Developing Countries","Sub-Sahara Africa","5",0.045211
"792","Advanced Economies","Advanced Economies","5",0.032513
"793","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.003968
"794","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.09131
"795","Emerging Market Economies","Latin America and the Caribbean","5",0.006531
"796","Low Income Developing Countries","Emerging and Developing Asia","5",0.025549
"797","Emerging Market Economies","Latin America and the Caribbean","5",0.012774
"798","Emerging Market Economies","Latin America and the Caribbean","5",0.055245
"799","Emerging Market Economies","Emerging and Developing Asia","5",0.021354
"800","Emerging Market Economies","Emerging and Developing Europe","5",0.034106
"801","Advanced Economies","Advanced Economies","5",0.006269
"802","Advanced Economies","Advanced Economies","5",0.00083
"803","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0
"804","Emerging Market Economies","Emerging and Developing Europe","5",0.019327
"805","Emerging Market Economies","Emerging and Developing Europe","5",0.520453
"806","Low Income Developing Countries","Sub-Sahara Africa","5",0.002071
"807","Emerging Market Economies","Emerging and Developing Asia","5",2e-04
"808","Advanced Economies","Advanced Economies","5",0
"809","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.377681
"810","Low Income Developing Countries","Sub-Sahara Africa","5",0.0085
"811","Emerging Market Economies","Emerging and Developing Europe","5",0.00748
"812","Emerging Market Economies","Sub-Sahara Africa","5",1.9e-05
"813","Low Income Developing Countries","Sub-Sahara Africa","5",0.003895
"814","Advanced Economies","Advanced Economies","5",0
"815","Advanced Economies","Advanced Economies","5",0.005431
"816","Advanced Economies","Advanced Economies","5",0.001997
"817","Low Income Developing Countries","Emerging and Developing Asia","5",0.002492
"818","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","5",0.046274
"819","Emerging Market Economies","Sub-Sahara Africa","5",0.087228
"820","Low Income Developing Countries","Sub-Sahara Africa","5",0.04278
"821","Advanced Economies","Advanced Economies","5",0.044941
"822","Emerging Market Economies","Emerging and Developing Asia","5",0.005038
"823","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","5",0.156172
"824","Emerging Market Economies","Latin America and the Caribbean","5",0.002897
"825","Advanced Economies","Advanced Economies","5",0.028013
"826","Advanced Economies","Advanced Economies","5",0.002717
"827","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.009985
"828","Advanced Economies","Advanced Economies","5",0.002337
"829","Low Income Developing Countries","Caucasus and Central Asia","5",0.008865
"830","Low Income Developing Countries","Sub-Sahara Africa","5",0.067985
"831","Emerging Market Economies","Emerging and Developing Asia","5",0.047365
"832","Low Income Developing Countries","Emerging and Developing Asia","5",0.001604
"833","Low Income Developing Countries","Sub-Sahara Africa","5",0.006344
"834","Emerging Market Economies","Emerging and Developing Asia","5",0
"835","Emerging Market Economies","Latin America and the Caribbean","5",2.9e-05
"836","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.007611
"837","Emerging Market Economies","Emerging and Developing Europe","5",0.078491
"838","Emerging Market Economies","Caucasus and Central Asia","5",0.086455
"839","Low Income Developing Countries","Sub-Sahara Africa","5",0.016892
"840","Emerging Market Economies","Emerging and Developing Europe","5",0.072862
"841","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","5",0.00076
"842","Advanced Economies","Advanced Economies","5",0.010515
"843","Advanced Economies","Advanced Economies","5",0.57394
"844","Emerging Market Economies","Latin America and the Caribbean","5",0.019423
"845","Low Income Developing Countries","Caucasus and Central Asia","5",0.012406
"846","Emerging Market Economies","Emerging and Developing Asia","5",0.000734
"847","Emerging Market Economies","Latin America and the Caribbean","5",0.026194
"848","Low Income Developing Countries","Emerging and Developing Asia","5",0.021813
"849","Low Income Developing Countries","Sub-Sahara Africa","5",0.046014
"850","Low Income Developing Countries","Sub-Sahara Africa","5",0.03357
"851","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","6",0.055897
"852","Emerging Market Economies","Emerging and Developing Europe","6",0.002746
"853","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",0.022685
"854","Emerging Market Economies","Sub-Sahara Africa","6",0.115822
"855","Emerging Market Economies","Latin America and the Caribbean","6",0.270024
"856","Emerging Market Economies","Caucasus and Central Asia","6",0.003582
"857","Advanced Economies","Advanced Economies","6",0.266081
"858","Advanced Economies","Advanced Economies","6",0.007193
"859","Emerging Market Economies","Caucasus and Central Asia","6",0.010041
"860","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","6",7.7e-05
"861","Low Income Developing Countries","Emerging and Developing Asia","6",0.015911
